zone_code,height_code,item_category_code,price,discount_percent,daily_customer_traffic,nearby_promotion,city_code,movement
3,2,3,3015.0,15.0,310.0,1,2,Fast
5,2,1,751.0,10.0,112.0,1,1,Ignored
2,1,7,2220.0,20.0,305.0,0,2,Fast
2,1,5,1449.0,10.0,306.0,0,1,Fast
3,3,8,1101.0,10.0,288.0,0,2,Ignored
4,2,1,2194.0,15.0,197.0,1,1,Slow
5,3,4,2398.0,0.0,127.0,0,1,Ignored
4,1,6,3096.0,25.0,233.0,1,1,Slow
5,3,8,1840.0,0.0,115.0,1,2,Ignored
5,1,3,1688.0,5.0,140.0,1,1,Slow
3,2,6,626.0,10.0,350.0,0,2,Slow
3,1,4,3192.0,20.0,305.0,0,1,Slow
6,1,3,4218.0,0.0,116.0,0,2,Ignored
1,2,2,770.0,5.0,326.0,1,1,Fast
4,3,2,1654.0,15.0,178.0,1,2,Ignored
1,3,8,961.0,20.0,313.0,0,1,Slow
5,2,3,1765.0,15.0,172.0,1,1,Ignored
1,1,1,993.0,0.0,366.0,1,1,Fast
4,3,1,1232.0,20.0,234.0,1,1,Slow
6,3,4,1254.0,25.0,119.0,0,1,Ignored
2,1,4,728.0,0.0,362.0,0,1,Fast
1,1,1,894.0,10.0,379.0,0,1,Fast
3,3,1,2998.0,30.0,315.0,1,2,Fast
3,1,7,332.0,5.0,,1,1,Fast
2,2,2,489.0,0.0,326.0,1,2,Fast
3,1,8,3653.0,10.0,306.0,1,2,Fast
6,2,5,795.0,0.0,87.0,1,1,Ignored
2,3,2,2804.0,15.0,327.0,0,2,Slow
6,3,1,2045.0,5.0,103.0,1,1,Ignored
5,2,5,2516.0,10.0,84.0,1,1,Ignored
4,3,2,594.0,20.0,201.0,0,1,Ignored
6,3,6,1219.0,10.0,76.0,0,2,Ignored
1,2,4,810.0,0.0,393.0,1,1,Slow
5,1,7,3431.0,5.0,128.0,0,2,Ignored
3,2,2,1496.0,30.0,302.0,0,2,Slow
2,3,6,284.0,15.0,354.0,1,1,Fast
3,3,4,940.0,30.0,301.0,1,1,Slow
3,2,5,2545.0,5.0,283.0,1,2,Slow
3,1,1,1989.0,20.0,298.0,1,1,Fast
2,3,3,1527.0,30.0,336.0,0,1,Slow
1,1,1,1323.0,5.0,368.0,0,1,Fast
5,3,5,713.0,20.0,116.0,1,1,Ignored
3,1,6,224.0,30.0,306.0,0,2,Fast
4,1,3,1322.0,30.0,209.0,0,1,Fast
1,2,7,1325.0,10.0,350.0,0,1,Slow
3,3,3,1146.0,20.0,339.0,1,1,Fast
3,1,3,2382.0,5.0,327.0,1,1,Fast
3,2,3,3388.0,5.0,291.0,1,2,Slow
1,1,2,127.0,30.0,355.0,0,1,Fast
1,2,4,411.0,10.0,348.0,0,1,Fast
6,2,8,1063.0,5.0,72.0,0,1,Ignored
3,3,3,2295.0,20.0,314.0,1,1,Fast
5,2,5,1705.0,15.0,192.0,1,2,Ignored
1,3,5,770.0,25.0,366.0,0,1,Fast
3,2,7,1453.0,0.0,267.0,0,1,Slow
2,1,5,2062.0,25.0,316.0,1,1,Fast
1,3,7,874.0,10.0,322.0,0,1,Slow
5,1,8,1989.0,30.0,167.0,0,2,Ignored
6,1,4,3124.0,10.0,101.0,1,1,Ignored
6,3,3,1279.0,20.0,118.0,1,1,Ignored
1,2,3,365.0,30.0,381.0,1,1,Fast
5,2,4,1576.0,20.0,124.0,0,2,Ignored
1,1,6,1573.0,25.0,333.0,1,1,Fast
2,3,6,629.0,20.0,380.0,0,2,Slow
5,2,2,1862.0,30.0,157.0,1,1,Ignored
6,1,1,898.0,15.0,100.0,0,1,Ignored
2,2,7,513.0,0.0,283.0,0,2,Slow
5,3,7,558.0,20.0,97.0,0,2,Ignored
3,3,4,1932.0,5.0,293.0,0,1,Ignored
2,2,8,1122.0,20.0,392.0,0,2,Slow
3,2,4,340.0,10.0,299.0,0,2,Slow
1,2,2,1269.0,20.0,368.0,0,2,Slow
6,1,8,3101.0,10.0,74.0,0,2,Ignored
5,2,7,2516.0,25.0,113.0,1,2,Ignored
5,3,8,1844.0,25.0,202.0,0,1,Ignored
6,1,2,1635.0,25.0,132.0,1,1,Slow
4,1,8,986.0,25.0,180.0,0,1,Slow
4,2,3,1829.0,25.0,259.0,0,1,Slow
3,3,4,823.0,30.0,303.0,1,1,Fast
2,1,5,135.0,10.0,357.0,0,2,Fast
2,3,3,279.0,10.0,334.0,1,2,Fast
5,3,6,1341.0,10.0,131.0,0,1,Ignored
6,2,5,2158.0,0.0,43.0,0,1,Ignored
6,3,6,2585.0,25.0,68.0,1,2,Ignored
3,2,2,3398.0,25.0,344.0,0,1,Slow
5,3,6,807.0,15.0,175.0,1,1,Ignored
1,2,6,3358.0,15.0,401.0,0,1,Slow
5,1,7,1992.0,10.0,163.0,0,2,Ignored
4,3,3,384.0,15.0,285.0,0,1,Slow
3,1,2,1608.0,20.0,292.0,0,1,Fast
4,3,4,2685.0,25.0,293.0,1,1,Slow
5,1,7,2734.0,25.0,163.0,0,1,Slow
5,2,4,2327.0,20.0,91.0,0,1,Ignored
1,3,8,2395.0,30.0,360.0,0,2,Slow
6,2,6,1349.0,10.0,78.0,0,1,Ignored
5,1,6,2041.0,25.0,140.0,0,2,Slow
3,1,3,2072.0,5.0,330.0,0,2,Fast
2,3,4,4176.0,0.0,326.0,0,2,Ignored
6,1,7,480.0,5.0,98.0,0,1,Ignored
3,2,8,687.0,0.0,367.0,1,2,Fast
3,1,3,721.0,20.0,285.0,1,1,Fast
1,2,5,996.0,20.0,296.0,0,1,Fast
4,2,4,1171.0,10.0,246.0,1,1,Ignored
3,3,1,1054.0,15.0,269.0,1,2,Slow
3,1,8,1301.0,5.0,310.0,0,1,Fast
3,3,2,1221.0,25.0,361.0,0,1,Slow
1,2,2,1166.0,0.0,330.0,0,1,Slow
2,3,3,1448.0,5.0,321.0,1,2,Slow
6,3,1,728.0,20.0,96.0,0,1,Ignored
2,1,8,2059.0,0.0,338.0,0,2,Fast
3,3,7,413.0,25.0,310.0,0,1,Slow
1,1,4,393.0,0.0,346.0,0,2,Fast
3,3,1,637.0,20.0,299.0,0,1,Slow
2,2,1,1501.0,0.0,340.0,1,1,Slow
1,2,1,2128.0,20.0,397.0,0,2,Slow
1,1,5,1036.0,15.0,348.0,0,1,Fast
6,1,3,676.0,30.0,120.0,0,2,Slow
6,3,4,2097.0,10.0,126.0,0,1,Ignored
2,1,8,2336.0,0.0,301.0,0,2,Slow
3,3,8,1584.0,10.0,279.0,0,1,Ignored
6,2,4,572.0,0.0,82.0,1,1,Ignored
4,3,6,1284.0,5.0,237.0,1,2,Slow
3,2,2,1404.0,20.0,304.0,0,1,Slow
2,3,8,854.0,5.0,372.0,0,1,Slow
3,3,3,1541.0,15.0,349.0,1,1,Slow
5,2,5,311.0,20.0,100.0,0,1,Ignored
2,3,8,375.0,20.0,330.0,0,2,Fast
5,2,8,2438.0,20.0,124.0,0,2,Ignored
2,2,6,,15.0,318.0,0,1,Slow
3,1,7,1691.0,30.0,249.0,1,2,Fast
2,3,1,2949.0,0.0,348.0,0,1,Ignored
5,1,1,681.0,20.0,215.0,1,1,Slow
5,2,3,1625.0,30.0,146.0,1,1,Slow
5,3,8,2103.0,15.0,95.0,0,1,Ignored
1,2,7,1717.0,10.0,358.0,1,2,Fast
6,3,8,2321.0,15.0,85.0,1,2,Ignored
1,3,5,566.0,30.0,371.0,1,1,Fast
3,3,5,1287.0,5.0,357.0,0,1,Slow
6,1,3,653.0,5.0,105.0,1,2,Ignored
3,2,8,2149.0,25.0,373.0,1,1,Fast
5,1,5,1117.0,15.0,136.0,0,2,Slow
3,1,3,3048.0,10.0,304.0,0,1,Slow
2,1,8,1063.0,20.0,351.0,1,1,Fast
3,1,7,3083.0,30.0,279.0,0,1,Fast
3,3,7,2317.0,25.0,278.0,0,2,Slow
1,3,5,1246.0,20.0,400.0,0,1,Slow
3,1,8,1844.0,,310.0,1,2,Fast
2,1,2,3042.0,30.0,330.0,0,2,Fast
6,2,5,1728.0,15.0,141.0,0,2,Ignored
6,2,5,510.0,10.0,141.0,1,1,Ignored
5,1,2,1067.0,5.0,102.0,0,1,Slow
2,3,1,840.0,25.0,370.0,0,1,Fast
1,3,7,5630.0,25.0,341.0,1,1,Slow
2,3,1,1447.0,20.0,315.0,0,1,Slow
3,1,2,3064.0,25.0,279.0,0,2,Fast
3,3,8,749.0,30.0,361.0,0,1,Slow
3,3,6,1292.0,0.0,308.0,0,2,Ignored
4,3,5,871.0,15.0,218.0,0,1,Slow
5,2,3,438.0,20.0,139.0,0,1,Ignored
2,3,4,546.0,0.0,314.0,1,2,Slow
2,2,3,1750.0,5.0,326.0,1,2,Slow
2,1,6,933.0,0.0,380.0,0,2,Fast
2,2,6,883.0,30.0,325.0,0,1,Fast
1,2,7,1634.0,15.0,350.0,0,2,Slow
6,2,7,506.0,0.0,54.0,0,1,Ignored
3,3,3,1669.0,30.0,342.0,1,1,Fast
3,2,6,2382.0,0.0,253.0,0,1,Slow
6,1,3,967.0,30.0,97.0,1,2,Slow
2,3,7,1415.0,20.0,303.0,0,1,Slow
1,1,8,2632.0,5.0,323.0,1,1,Fast
4,2,2,451.0,10.0,215.0,1,1,Slow
5,1,2,1915.0,25.0,145.0,1,2,Slow
6,2,8,,10.0,85.0,1,1,Ignored
5,1,5,800.0,10.0,94.0,1,2,Slow
3,1,8,2980.0,20.0,252.0,0,1,Fast
5,3,2,1147.0,15.0,149.0,1,1,Ignored
1,2,7,576.0,10.0,389.0,1,2,Fast
4,2,8,650.0,0.0,246.0,0,1,Ignored
4,2,3,1534.0,20.0,201.0,1,2,Slow
3,2,8,1303.0,5.0,294.0,0,2,Slow
1,1,7,1433.0,30.0,283.0,0,1,Fast
2,3,4,1809.0,0.0,345.0,0,1,Ignored
4,3,1,,5.0,241.0,1,1,Slow
1,2,8,2703.0,5.0,359.0,1,2,Slow
2,2,3,696.0,25.0,291.0,0,2,Slow
5,2,8,2463.0,30.0,173.0,0,1,Ignored
6,3,7,829.0,5.0,119.0,1,2,Ignored
4,3,4,1518.0,30.0,226.0,0,1,Ignored
1,2,4,1665.0,10.0,352.0,1,1,Fast
1,3,3,1797.0,25.0,298.0,0,1,Slow
2,3,1,1681.0,15.0,308.0,0,2,Slow
6,1,2,1717.0,20.0,117.0,0,1,Ignored
2,3,8,1378.0,10.0,319.0,0,2,Slow
1,3,1,1697.0,30.0,374.0,0,2,Slow
4,2,6,1457.0,20.0,257.0,0,1,Slow
3,1,1,1151.0,10.0,332.0,0,2,Fast
3,1,5,762.0,15.0,331.0,0,2,Fast
1,1,1,976.0,0.0,325.0,0,2,Fast
2,2,1,1027.0,10.0,300.0,0,2,Slow
3,2,6,419.0,20.0,311.0,0,2,Fast
6,2,1,912.0,30.0,101.0,1,2,Ignored
2,1,8,1824.0,15.0,355.0,1,1,Fast
4,3,2,1995.0,20.0,257.0,0,2,Ignored
3,3,5,773.0,30.0,338.0,0,1,Slow
2,1,4,926.0,30.0,350.0,0,2,Fast
5,1,7,4001.0,20.0,181.0,1,1,Slow
6,3,4,554.0,20.0,21.0,1,2,Ignored
3,1,1,2257.0,20.0,319.0,1,1,Fast
6,3,6,1357.0,10.0,89.0,1,2,Ignored
4,3,6,235.0,5.0,258.0,1,2,Ignored
6,2,2,2010.0,20.0,57.0,1,1,Ignored
6,1,5,560.0,25.0,75.0,0,2,Ignored
6,3,7,2063.0,5.0,114.0,0,1,Ignored
3,2,8,1884.0,15.0,312.0,1,2,Fast
2,3,2,1540.0,20.0,348.0,0,1,Slow
1,3,5,1176.0,30.0,344.0,0,1,Fast
4,1,5,662.0,25.0,241.0,1,1,Fast
3,2,5,5301.0,30.0,336.0,1,1,Slow
4,2,2,1415.0,5.0,214.0,1,2,Slow
3,1,5,1188.0,25.0,310.0,0,2,Fast
1,1,1,1178.0,20.0,328.0,0,1,Fast
1,2,4,,15.0,313.0,0,2,Slow
2,2,5,1064.0,0.0,326.0,1,2,Slow
4,3,4,957.0,15.0,233.0,0,1,Ignored
2,1,3,1050.0,25.0,390.0,1,2,Fast
2,1,1,982.0,,328.0,1,2,Fast
2,3,2,1768.0,0.0,351.0,1,1,Slow
2,1,7,1007.0,30.0,346.0,0,1,Fast
1,3,7,400.0,25.0,346.0,1,2,Fast
6,1,8,1926.0,30.0,104.0,0,1,Slow
4,3,2,1799.0,0.0,274.0,0,1,Ignored
3,3,7,1192.0,15.0,301.0,0,2,Slow
4,2,7,889.0,30.0,219.0,0,1,Slow
3,3,5,2294.0,5.0,270.0,0,1,Ignored
6,2,5,1324.0,15.0,111.0,0,1,Ignored
5,2,6,352.0,0.0,120.0,1,1,Ignored
6,3,4,2433.0,15.0,91.0,0,1,Ignored
2,2,2,1569.0,10.0,341.0,0,2,Slow
3,2,2,1179.0,0.0,300.0,1,1,Slow
4,2,6,455.0,10.0,233.0,0,1,Ignored
2,3,2,1481.0,20.0,317.0,1,1,Slow
1,2,8,164.0,5.0,328.0,0,1,Slow
1,3,2,1237.0,15.0,363.0,1,1,Fast
3,3,2,763.0,20.0,306.0,1,2,Fast
3,2,4,1821.0,20.0,327.0,1,1,Fast
2,1,6,985.0,0.0,331.0,1,1,Fast
3,1,6,457.0,20.0,300.0,1,1,Fast
1,1,2,669.0,15.0,337.0,1,2,Fast
4,2,4,1792.0,15.0,219.0,0,1,Ignored
2,2,1,741.0,5.0,299.0,0,2,Slow
1,2,6,938.0,20.0,377.0,0,1,Fast
4,3,6,1012.0,25.0,238.0,1,1,Slow
3,2,7,1926.0,15.0,300.0,1,1,Fast
1,1,5,1213.0,15.0,391.0,1,2,Fast
5,3,4,3535.0,15.0,133.0,0,1,Ignored
4,1,2,2334.0,10.0,218.0,1,1,Slow
4,2,7,2576.0,5.0,205.0,1,2,Slow
6,3,6,1957.0,20.0,49.0,0,2,Ignored
4,1,5,2027.0,5.0,216.0,0,1,Slow
6,3,5,1136.0,20.0,111.0,1,1,Ignored
3,2,8,929.0,10.0,310.0,0,2,Slow
5,3,5,2710.0,15.0,147.0,1,1,Ignored
4,2,8,1109.0,15.0,248.0,0,1,Ignored
3,2,4,430.0,25.0,280.0,1,1,Fast
6,1,1,436.0,15.0,129.0,1,1,Slow
3,1,1,1195.0,10.0,310.0,0,2,Fast
5,1,1,744.0,25.0,145.0,0,1,Slow
3,3,3,4385.0,10.0,373.0,0,1,Slow
4,2,4,949.0,20.0,,0,2,Slow
2,3,5,1662.0,0.0,313.0,0,2,Ignored
1,2,4,590.0,30.0,292.0,0,1,Fast
4,3,5,1854.0,20.0,208.0,0,1,Ignored
1,3,7,1422.0,0.0,365.0,1,2,Slow
1,1,4,1004.0,15.0,367.0,0,2,Fast
6,2,1,431.0,5.0,64.0,0,2,Ignored
4,1,2,1132.0,0.0,223.0,0,1,Slow
1,1,1,1368.0,10.0,350.0,0,1,Fast
6,2,8,905.0,0.0,43.0,0,2,Ignored
4,1,7,810.0,25.0,219.0,1,1,Fast
5,2,4,2744.0,20.0,196.0,0,1,Ignored
4,1,5,1062.0,20.0,237.0,0,2,Slow
4,3,3,504.0,20.0,284.0,0,1,Slow
4,1,1,2570.0,15.0,215.0,0,1,Slow
3,3,3,1816.0,0.0,286.0,1,2,Slow
6,1,8,575.0,30.0,33.0,1,1,Slow
1,1,4,2295.0,30.0,339.0,1,2,Fast
1,3,5,1192.0,0.0,356.0,1,1,Slow
5,3,8,2124.0,0.0,151.0,0,1,Ignored
2,2,2,574.0,5.0,318.0,0,2,Slow
4,3,4,713.0,15.0,272.0,1,1,Slow
2,1,6,2483.0,15.0,359.0,0,1,Fast
3,2,5,741.0,10.0,353.0,0,2,Slow
3,2,4,427.0,15.0,284.0,0,1,Slow
1,1,5,1340.0,10.0,380.0,0,1,Fast
6,3,6,835.0,10.0,119.0,0,2,Ignored
3,1,8,839.0,30.0,295.0,1,1,Fast
5,2,1,1475.0,30.0,147.0,1,2,Ignored
6,1,2,504.0,5.0,62.0,0,2,Ignored
3,1,2,2213.0,30.0,294.0,0,1,Fast
6,1,5,1991.0,5.0,88.0,0,2,Ignored
6,2,5,3763.0,10.0,123.0,0,2,Ignored
3,3,4,3298.0,30.0,306.0,1,1,Slow
2,3,7,2009.0,25.0,352.0,0,1,Slow
5,1,7,693.0,15.0,190.0,0,2,Slow
2,2,5,1058.0,15.0,385.0,0,1,Slow
4,1,3,1193.0,10.0,247.0,0,2,Slow
4,2,3,766.0,25.0,247.0,1,1,Fast
5,2,8,2491.0,15.0,139.0,0,2,Ignored
6,1,6,1073.0,20.0,119.0,0,1,Ignored
6,2,4,1118.0,0.0,84.0,1,2,Ignored
3,1,1,1090.0,25.0,347.0,1,2,Fast
3,1,2,1555.0,25.0,325.0,0,2,Fast
5,3,5,1277.0,15.0,145.0,0,1,Ignored
5,2,5,559.0,20.0,160.0,0,2,Ignored
4,2,8,1347.0,30.0,204.0,0,1,Slow
6,1,7,569.0,5.0,102.0,0,1,Ignored
2,2,7,618.0,20.0,359.0,1,1,Fast
1,1,8,4155.0,10.0,353.0,1,1,Fast
2,3,3,3878.0,5.0,343.0,0,2,Slow
2,3,5,2145.0,25.0,335.0,0,2,Slow
1,3,3,314.0,5.0,319.0,0,2,Slow
3,2,3,1158.0,20.0,361.0,1,1,Fast
4,2,1,2012.0,15.0,227.0,0,2,Ignored
3,3,7,3255.0,15.0,304.0,1,1,Slow
2,1,2,382.0,30.0,332.0,1,1,Fast
2,2,2,1114.0,30.0,314.0,1,1,Fast
2,1,3,751.0,20.0,254.0,0,2,Fast
4,1,5,894.0,10.0,164.0,0,2,Slow
2,3,6,1246.0,0.0,351.0,1,2,Slow
5,1,5,2604.0,0.0,186.0,0,1,Ignored
1,3,1,1251.0,15.0,339.0,0,1,Slow
2,3,1,1680.0,30.0,399.0,1,1,Fast
2,1,6,1561.0,5.0,323.0,0,2,Fast
6,1,3,251.0,25.0,105.0,0,2,Slow
5,3,1,2193.0,20.0,135.0,1,1,Ignored
1,1,6,4492.0,5.0,319.0,1,2,Fast
3,3,8,2663.0,25.0,352.0,1,1,Slow
3,1,3,1821.0,0.0,330.0,0,2,Slow
5,1,3,1343.0,15.0,164.0,0,1,Ignored
6,2,6,1981.0,25.0,85.0,1,2,Ignored
1,2,1,2523.0,25.0,340.0,1,1,Fast
5,1,8,924.0,15.0,189.0,1,2,Slow
4,1,7,1669.0,30.0,240.0,0,1,Fast
6,1,6,2011.0,0.0,74.0,0,2,Ignored
3,1,1,553.0,15.0,312.0,0,1,Fast
4,1,2,2144.0,25.0,241.0,1,1,Fast
5,2,3,1169.0,20.0,152.0,1,1,Ignored
3,1,5,496.0,10.0,315.0,0,1,Fast
2,3,2,2279.0,0.0,361.0,0,1,Ignored
3,1,4,436.0,15.0,307.0,1,2,Fast
6,3,5,913.0,30.0,91.0,0,1,Ignored
4,3,8,3121.0,30.0,231.0,1,1,Ignored
1,1,5,1236.0,10.0,360.0,0,2,Fast
6,1,8,255.0,25.0,84.0,0,2,Slow
1,2,4,3186.0,0.0,332.0,0,1,Slow
4,3,6,1372.0,5.0,293.0,0,2,Ignored
6,1,5,1953.0,20.0,90.0,1,2,Ignored
4,1,3,2675.0,25.0,282.0,0,1,Fast
3,1,8,739.0,30.0,293.0,0,1,Fast
1,2,3,942.0,20.0,325.0,0,2,Slow
4,3,4,3376.0,25.0,217.0,0,2,Ignored
5,3,6,3711.0,5.0,174.0,0,1,Ignored
6,3,6,1681.0,20.0,98.0,0,2,Ignored
2,1,7,827.0,0.0,377.0,0,1,Fast
3,1,4,594.0,0.0,341.0,0,2,Fast
3,1,5,1288.0,0.0,311.0,1,2,Fast
3,3,1,884.0,30.0,333.0,0,1,Slow
1,3,8,1362.0,0.0,,0,1,Slow
5,1,6,2795.0,10.0,164.0,0,1,Ignored
3,1,6,893.0,5.0,265.0,0,1,Fast
2,3,7,930.0,15.0,296.0,1,2,Slow
5,3,8,652.0,25.0,127.0,1,1,Ignored
6,2,8,2267.0,25.0,93.0,1,1,Ignored
1,3,1,2035.0,20.0,346.0,0,1,Slow
4,3,7,164.0,20.0,264.0,0,1,Slow
5,1,7,1927.0,5.0,193.0,0,2,Ignored
6,2,3,995.0,10.0,119.0,0,2,Ignored
4,1,1,678.0,10.0,262.0,0,1,Slow
4,2,7,1449.0,30.0,232.0,1,1,Slow
1,1,7,674.0,5.0,334.0,1,1,Fast
4,1,2,499.0,0.0,244.0,1,2,Fast
4,1,7,457.0,0.0,207.0,0,2,Slow
3,3,8,1270.0,0.0,332.0,1,2,Slow
1,2,1,669.0,10.0,335.0,1,1,Fast
4,1,2,597.0,30.0,245.0,1,1,Fast
3,2,4,1798.0,15.0,337.0,0,1,Slow
4,3,6,3419.0,25.0,260.0,0,2,Ignored
3,1,4,1986.0,5.0,292.0,0,1,Slow
3,1,1,862.0,5.0,350.0,0,1,Fast
4,3,7,886.0,30.0,246.0,0,2,Ignored
4,1,6,516.0,30.0,275.0,0,1,Fast
1,3,8,1179.0,30.0,324.0,0,2,Slow
1,2,7,2401.0,30.0,344.0,0,1,Fast
4,1,2,2368.0,0.0,238.0,0,2,Slow
6,1,3,1080.0,30.0,86.0,0,1,Ignored
3,1,4,1661.0,20.0,307.0,0,1,Fast
4,1,1,1734.0,0.0,225.0,0,1,Slow
3,1,3,652.0,20.0,325.0,1,1,Fast
3,3,2,2691.0,15.0,317.0,0,1,Slow
6,2,5,1413.0,25.0,62.0,0,2,Ignored
1,2,5,2014.0,0.0,333.0,1,1,Slow
1,2,4,790.0,15.0,328.0,1,1,Fast
6,2,5,2141.0,15.0,35.0,0,1,Ignored
6,2,5,2256.0,10.0,108.0,0,2,Ignored
4,1,2,1012.0,0.0,185.0,0,2,Slow
2,1,1,2302.0,,338.0,1,2,Fast
3,2,8,1024.0,10.0,349.0,0,2,Slow
3,1,2,1381.0,20.0,281.0,0,2,Fast
2,3,6,2892.0,5.0,347.0,1,1,Slow
6,2,5,1504.0,5.0,108.0,1,1,Ignored
6,1,4,3908.0,15.0,116.0,0,2,Ignored
5,3,7,1932.0,5.0,133.0,0,2,Ignored
4,1,6,1071.0,25.0,237.0,1,1,Fast
5,1,6,1794.0,15.0,202.0,0,1,Slow
1,2,6,3076.0,20.0,388.0,1,2,Fast
3,1,1,2977.0,25.0,318.0,1,1,Fast
2,2,4,547.0,25.0,355.0,0,2,Fast
3,1,1,1775.0,15.0,310.0,0,2,Fast
6,1,3,571.0,10.0,58.0,1,1,Ignored
3,2,5,1621.0,20.0,260.0,0,1,Slow
1,3,2,4823.0,0.0,367.0,1,1,Slow
5,3,8,1492.0,0.0,132.0,0,2,Ignored
3,3,3,1766.0,5.0,292.0,0,2,Slow
3,1,6,1904.0,15.0,327.0,1,1,Fast
3,3,2,385.0,10.0,295.0,0,1,Slow
5,3,1,2276.0,0.0,114.0,0,2,Ignored
2,2,2,2807.0,15.0,319.0,0,2,Slow
6,2,7,1039.0,0.0,66.0,1,2,Ignored
5,2,8,1483.0,30.0,115.0,0,1,Ignored
5,3,1,552.0,0.0,156.0,1,2,Ignored
2,3,4,1917.0,20.0,396.0,0,1,Slow
2,2,7,1000.0,0.0,303.0,1,1,Slow
1,2,6,206.0,30.0,366.0,1,1,Fast
1,3,8,2718.0,0.0,278.0,1,1,Slow
2,2,4,568.0,5.0,344.0,1,1,Fast
4,3,6,1146.0,5.0,249.0,0,2,Ignored
4,3,5,3325.0,30.0,238.0,0,2,Slow
3,1,6,2034.0,5.0,346.0,1,1,Fast
6,3,1,1734.0,15.0,105.0,0,2,Ignored
1,1,4,2120.0,0.0,363.0,0,2,Fast
5,3,1,567.0,0.0,158.0,1,2,Ignored
5,1,2,1743.0,5.0,120.0,1,2,Slow
2,3,7,897.0,10.0,363.0,0,2,Slow
3,3,4,1536.0,15.0,332.0,1,1,Slow
1,1,8,2508.0,20.0,349.0,0,1,Fast
6,3,4,473.0,10.0,74.0,0,1,Ignored
3,2,8,,0.0,322.0,1,2,Slow
1,2,6,3011.0,25.0,359.0,0,2,Slow
5,3,7,653.0,15.0,120.0,0,1,Ignored
4,2,3,2096.0,20.0,218.0,0,1,Ignored
2,3,5,2494.0,15.0,289.0,1,1,Slow
3,3,2,634.0,0.0,306.0,0,1,Ignored
1,3,4,589.0,5.0,349.0,1,1,Fast
3,2,2,552.0,15.0,332.0,0,2,Slow
5,1,4,1299.0,0.0,137.0,0,1,Ignored
1,3,7,536.0,30.0,423.0,1,1,Fast
4,2,4,2371.0,5.0,278.0,0,1,Ignored
5,3,8,3345.0,0.0,109.0,1,1,Ignored
1,2,4,1541.0,0.0,330.0,0,2,Slow
1,3,1,740.0,0.0,389.0,1,2,Slow
3,1,6,1469.0,10.0,274.0,1,2,Fast
3,2,5,458.0,5.0,291.0,1,1,Fast
4,2,1,1729.0,20.0,245.0,1,1,Slow
6,3,1,530.0,0.0,87.0,1,1,Ignored
4,3,8,518.0,25.0,262.0,0,1,Slow
2,1,6,1377.0,0.0,329.0,0,2,Fast
5,3,1,999999.0,10.0,109.0,0,1,Ignored
6,1,1,4106.0,25.0,153.0,1,2,Slow
5,1,1,1228.0,20.0,101.0,0,2,Slow
1,1,6,3352.0,5.0,326.0,0,1,Slow
6,2,6,2701.0,25.0,115.0,0,1,Ignored
4,2,5,3649.0,5.0,223.0,0,1,Ignored
5,3,5,2686.0,0.0,116.0,0,1,Ignored
1,1,6,1227.0,30.0,373.0,0,1,Fast
6,1,4,1206.0,5.0,108.0,0,1,Ignored
1,2,2,2013.0,15.0,345.0,0,1,Slow
3,2,6,2470.0,5.0,299.0,1,1,Slow
6,3,8,1783.0,15.0,79.0,0,1,Ignored
1,3,3,929.0,25.0,406.0,0,1,Fast
6,3,3,998.0,25.0,60.0,0,1,Ignored
5,1,6,1540.0,15.0,84.0,0,1,Ignored
5,1,8,1643.0,15.0,181.0,1,1,Slow
4,1,4,4257.0,30.0,238.0,0,2,Slow
2,3,5,1491.0,10.0,315.0,0,1,Slow
2,2,6,896.0,30.0,304.0,0,2,Fast
2,2,4,326.0,20.0,274.0,0,2,Fast
4,2,4,358.0,30.0,231.0,0,2,Slow
2,3,7,537.0,20.0,314.0,1,1,Slow
5,3,3,1166.0,0.0,159.0,1,1,Ignored
6,1,2,180.0,10.0,92.0,0,2,Slow
4,3,1,1096.0,15.0,238.0,0,2,Ignored
3,3,2,695.0,15.0,337.0,0,2,Slow
6,1,7,783.0,0.0,54.0,0,1,Ignored
1,3,7,462.0,5.0,,0,2,Slow
4,3,6,1242.0,5.0,237.0,0,2,Ignored
5,3,2,2845.0,10.0,136.0,1,1,Ignored
4,1,1,1318.0,10.0,282.0,0,1,Slow
5,3,7,1876.0,30.0,156.0,1,1,Ignored
5,1,8,2014.0,5.0,122.0,1,1,Ignored
2,2,2,2748.0,10.0,360.0,0,2,Slow
4,2,6,1335.0,30.0,250.0,1,1,Slow
4,3,7,256.0,15.0,277.0,0,1,Slow
5,2,7,808.0,0.0,182.0,0,2,Ignored
4,1,6,512.0,20.0,282.0,1,2,Fast
1,1,2,621.0,30.0,352.0,0,2,Fast
1,3,4,945.0,5.0,366.0,1,2,Slow
1,2,1,559.0,15.0,334.0,0,1,Fast
5,1,6,533.0,25.0,85.0,1,1,Slow
3,3,4,1195.0,0.0,299.0,0,1,Ignored
1,2,7,530.0,5.0,319.0,0,2,Fast
1,2,1,1115.0,5.0,342.0,0,1,Slow
2,1,3,2144.0,10.0,363.0,0,2,Fast
6,1,6,1599.0,10.0,121.0,0,1,Ignored
4,1,7,1354.0,30.0,271.0,0,2,Fast
3,1,1,2062.0,0.0,340.0,0,1,Fast
6,1,8,5276.0,5.0,158.0,1,2,Slow
4,2,7,550.0,5.0,274.0,0,1,Slow
5,3,1,1479.0,10.0,128.0,1,1,Ignored
