age,monthly_income,loan_amount,existing_loans,missed_payments,credit_history_years,credit_score
21.0,124131.0,49686.0,3,2,2.0,Average
33.0,45923.0,50576.0,1,1,9.0,Average
23.0,15635.0,15349.0,1,1,13.0,Good
21.0,15537.0,33662.0,2,2,2.0,Poor
62.0,,36120.0,0,2,14.0,Average
39.0,25891.0,52955.0,3,0,16.0,Good
55.0,58435.0,207343.0,0,0,17.0,Good
51.0,30709.0,65391.0,3,3,24.0,Good
40.0,66850.0,178110.0,1,1,9.0,Average
54.0,28073.0,75676.0,1,0,0.0,Poor
31.0,121577.0,268981.0,2,1,23.0,Good
39.0,76596.0,109353.0,0,0,13.0,Good
37.0,29675.0,108067.0,1,1,15.0,Average
46.0,24494.0,47059.0,1,4,13.0,Poor
30.0,77138.0,186147.0,4,3,12.0,Poor
53.0,22032.0,52190.0,0,1,4.0,Poor
58.0,28621.0,96231.0,0,1,14.0,Average
60.0,21882.0,49849.0,1,2,20.0,Good
60.0,42570.0,84737.0,2,3,2.0,Poor
49.0,69355.0,138864.0,3,0,9.0,Average
56.0,30200.0,96211.0,2,4,23.0,Poor
51.0,61679.0,93808.0,2,1,10.0,Average
62.0,44127.0,165871.0,2,0,4.0,Poor
25.0,21611.0,74178.0,0,1,24.0,Good
29.0,29078.0,23608.0,0,2,3.0,Average
39.0,18544.0,27330.0,3,3,6.0,Poor
48.0,21188.0,77353.0,4,1,11.0,Poor
60.0,89794.0,119424.0,0,2,9.0,Good
25.0,40393.0,59593.0,4,0,10.0,Average
28.0,37234.0,41128.0,4,3,19.0,Average
58.0,39888.0,19994.0,3,2,13.0,Average
34.0,24210.0,50122.0,2,1,11.0,Average
21.0,30854.0,95430.0,1,1,17.0,Average
50.0,45701.0,125312.0,2,1,15.0,Average
59.0,17002.0,6838.0,0,1,15.0,Good
60.0,14715.0,32910.0,1,2,11.0,Poor
58.0,27804.0,42320.0,1,0,13.0,Good
23.0,25775.0,68938.0,2,0,7.0,Average
26.0,71849.0,129263.0,1,2,10.0,Average
59.0,24180.0,94978.0,2,1,4.0,Poor
51.0,46275.0,155728.0,3,1,2.0,Poor
30.0,25733.0,74404.0,4,0,21.0,Good
38.0,44824.0,98970.0,4,1,20.0,Good
58.0,40780.0,101425.0,0,1,6.0,Average
61.0,81985.0,158715.0,2,2,11.0,Average
60.0,23197.0,75164.0,2,1,24.0,Good
41.0,23240.0,85069.0,2,1,13.0,Poor
55.0,133165.0,532214.0,3,0,0.0,Poor
22.0,67953.0,170947.0,1,1,14.0,Good
61.0,,81471.0,2,2,22.0,Average
30.0,23776.0,42309.0,4,1,5.0,Poor
63.0,22387.0,7418.0,2,2,23.0,Good
21.0,66308.0,192424.0,2,0,19.0,Good
61.0,26626.0,100005.0,4,3,1.0,Poor
44.0,24510.0,85310.0,0,0,24.0,Good
43.0,24225.0,86020.0,1,2,15.0,Poor
50.0,50052.0,89486.0,2,2,5.0,Poor
41.0,32912.0,96766.0,0,2,19.0,Average
62.0,67536.0,179794.0,2,0,20.0,Good
25.0,100757.0,231888.0,4,2,15.0,Average
49.0,40817.0,35143.0,3,1,24.0,Good
30.0,43071.0,104625.0,0,2,22.0,Good
22.0,32011.0,44969.0,4,2,7.0,Poor
49.0,39906.0,115858.0,3,0,3.0,Poor
50.0,15861.0,60208.0,4,1,20.0,Poor
26.0,45214.0,135295.0,0,0,23.0,Good
52.0,59499.0,74984.0,4,1,7.0,Poor
62.0,21752.0,43970.0,0,1,13.0,Good
51.0,90933.0,217330.0,0,4,12.0,Poor
30.0,28075.0,83853.0,1,0,8.0,Average
24.0,77346.0,65515.0,4,0,13.0,Good
24.0,52498.0,117842.0,4,3,13.0,Poor
48.0,20730.0,72192.0,3,1,24.0,Average
31.0,65418.0,26303.0,0,1,8.0,Good
37.0,37418.0,111956.0,4,0,3.0,Poor
23.0,47606.0,169364.0,1,0,11.0,Average
40.0,32415.0,105165.0,3,0,3.0,Poor
28.0,34921.0,130877.0,1,4,3.0,Poor
39.0,17095.0,54636.0,2,0,15.0,Average
46.0,49572.0,109886.0,0,0,21.0,Good
63.0,36952.0,76293.0,4,0,2.0,Poor
33.0,43265.0,18076.0,0,1,9.0,Good
35.0,48310.0,17818.0,4,2,4.0,Poor
56.0,46413.0,123739.0,4,3,11.0,Poor
62.0,50677.0,66842.0,0,1,14.0,Good
38.0,16965.0,24366.0,3,1,22.0,Good
36.0,32840.0,107917.0,1,1,22.0,Good
52.0,20564.0,14635.0,1,1,22.0,Good
54.0,13627.0,18399.0,1,1,10.0,Average
52.0,47138.0,133619.0,1,2,19.0,Good
49.0,99642.0,41162.0,4,0,7.0,Good
26.0,14001.0,31127.0,0,3,0.0,Poor
32.0,49749.0,30656.0,1,0,23.0,Good
23.0,31061.0,96852.0,1,1,22.0,Good
38.0,35034.0,92768.0,2,0,4.0,Poor
58.0,48868.0,124694.0,1,0,4.0,Average
30.0,45252.0,50626.0,3,4,22.0,Good
51.0,32401.0,96600.0,4,1,10.0,Poor
39.0,28120.0,39824.0,3,1,19.0,Good
28.0,45522.0,109800.0,1,1,22.0,Good
30.0,14818.0,9491.0,4,0,13.0,Average
50.0,48622.0,31873.0,2,0,2.0,Average
55.0,31129.0,31682.0,1,0,15.0,Good
35.0,73205.0,80468.0,3,1,3.0,Average
61.0,36576.0,28083.0,4,2,17.0,Average
23.0,71145.0,52471.0,1,4,14.0,Average
46.0,22795.0,80977.0,1,2,10.0,Poor
31.0,21995.0,51735.0,3,3,11.0,Poor
60.0,25373.0,66022.0,2,0,24.0,Good
54.0,80537.0,109928.0,3,1,9.0,Average
23.0,35828.0,18104.0,2,1,21.0,Good
38.0,27587.0,107110.0,0,1,20.0,Average
53.0,45079.0,22535.0,1,2,24.0,Good
44.0,26031.0,87040.0,4,0,22.0,Average
42.0,44799.0,123682.0,4,2,15.0,Poor
27.0,35710.0,64558.0,1,1,24.0,Good
46.0,27109.0,83019.0,3,1,17.0,Average
25.0,36746.0,114997.0,0,1,3.0,Poor
35.0,36777.0,130547.0,1,1,2.0,Poor
31.0,56474.0,130806.0,3,4,16.0,Poor
49.0,20181.0,22012.0,0,0,13.0,Good
41.0,29210.0,70646.0,3,0,21.0,Good
39.0,41229.0,27519.0,4,3,13.0,Average
58.0,24729.0,41843.0,0,0,6.0,Average
38.0,33566.0,85874.0,2,3,21.0,Average
54.0,26869.0,33102.0,1,3,12.0,Average
60.0,30502.0,106782.0,3,0,23.0,Good
28.0,22075.0,86344.0,4,0,0.0,Poor
53.0,99832.0,57989.0,0,2,0.0,Average
24.0,15001.0,15928.0,3,2,3.0,Poor
49.0,26796.0,54936.0,0,1,23.0,Good
30.0,36458.0,16055.0,2,0,3.0,Average
32.0,36274.0,23354.0,2,0,17.0,Good
58.0,66814.0,242693.0,2,2,17.0,Poor
29.0,20095.0,9414.0,3,1,21.0,Good
43.0,17285.0,21013.0,3,1,15.0,Average
55.0,28562.0,53338.0,1,3,0.0,Poor
56.0,36481.0,13706.0,3,3,0.0,Poor
30.0,31520.0,103991.0,2,0,0.0,Poor
37.0,59143.0,199373.0,0,2,14.0,Average
45.0,21128.0,37191.0,3,0,10.0,Average
46.0,27285.0,28556.0,1,1,1.0,Poor
28.0,48260.0,173819.0,0,1,0.0,Poor
47.0,36794.0,103415.0,2,1,5.0,Poor
21.0,67583.0,151270.0,2,1,11.0,Average
48.0,36840.0,64539.0,3,0,22.0,Good
53.0,19994.0,45893.0,2,1,20.0,Good
41.0,63055.0,77128.0,3,1,11.0,Average
31.0,59235.0,116309.0,1,3,7.0,Poor
31.0,44769.0,127046.0,3,1,19.0,Average
51.0,110151.0,200698.0,4,2,23.0,Good
39.0,37709.0,106880.0,2,0,7.0,Poor
61.0,39186.0,118862.0,3,2,12.0,Poor
63.0,58427.0,180465.0,1,1,2.0,Poor
40.0,42255.0,101664.0,3,1,3.0,Poor
32.0,38961.0,38269.0,4,2,22.0,Good
56.0,17158.0,49622.0,4,1,5.0,Poor
52.0,19135.0,63745.0,4,2,4.0,Poor
28.0,19114.0,12402.0,1,1,7.0,Average
62.0,30800.0,111344.0,4,2,8.0,Poor
29.0,69380.0,262452.0,1,3,,Poor
45.0,88931.0,246559.0,4,0,17.0,Average
29.0,74498.0,52964.0,0,4,14.0,Average
42.0,76312.0,207466.0,4,0,14.0,Average
48.0,23531.0,38060.0,1,1,24.0,Good
26.0,36778.0,52353.0,1,1,23.0,Good
32.0,22224.0,9690.0,2,2,7.0,Poor
54.0,43832.0,130702.0,2,1,24.0,Good
63.0,30948.0,74174.0,0,0,16.0,Good
61.0,17349.0,34142.0,2,1,3.0,Poor
54.0,46801.0,81347.0,4,1,7.0,Poor
64.0,25715.0,46900.0,2,0,5.0,Average
28.0,34887.0,68952.0,2,0,19.0,Good
29.0,28244.0,58372.0,4,2,15.0,Poor
38.0,50131.0,33158.0,0,1,19.0,Good
61.0,39708.0,67789.0,1,0,3.0,Average
56.0,36545.0,19622.0,4,1,12.0,Average
37.0,73077.0,231723.0,0,4,13.0,Poor
21.0,29145.0,65060.0,1,0,17.0,Good
48.0,45321.0,147665.0,1,1,9.0,Poor
34.0,29643.0,55980.0,4,1,1.0,Poor
30.0,123223.0,106768.0,0,4,,Good
30.0,64367.0,90656.0,1,0,10.0,Good
31.0,86070.0,100296.0,2,1,22.0,Good
35.0,39160.0,75487.0,0,2,10.0,Average
48.0,65838.0,211931.0,0,0,6.0,Average
28.0,21367.0,15631.0,1,3,11.0,Average
42.0,19992.0,35593.0,0,0,2.0,Average
61.0,33003.0,21110.0,4,0,13.0,Good
63.0,43195.0,75522.0,2,0,24.0,Good
57.0,69678.0,171083.0,0,1,6.0,Average
32.0,37584.0,20867.0,3,2,3.0,Poor
27.0,32804.0,17930.0,3,1,3.0,Average
59.0,55419.0,166417.0,3,1,4.0,Poor
38.0,83408.0,150780.0,2,1,9.0,Average
41.0,57453.0,91931.0,0,2,6.0,Average
39.0,47013.0,133488.0,3,2,17.0,Average
26.0,65540.0,40217.0,4,0,8.0,Good
52.0,62782.0,218541.0,1,2,9.0,Poor
31.0,57592.0,182513.0,0,4,3.0,Poor
31.0,63613.0,110794.0,1,3,14.0,Average
54.0,43884.0,89270.0,3,1,8.0,Average
52.0,93054.0,164850.0,3,0,17.0,Good
57.0,20171.0,64655.0,4,0,0.0,Poor
52.0,,20902.0,2,0,16.0,Good
22.0,,74089.0,4,1,20.0,Average
39.0,41638.0,59102.0,1,3,17.0,Average
39.0,20737.0,66033.0,2,1,6.0,Poor
35.0,30500.0,120184.0,3,1,17.0,Average
42.0,32524.0,43329.0,1,2,20.0,Good
42.0,48093.0,93765.0,1,5,13.0,Poor
48.0,29245.0,68026.0,4,1,16.0,Average
63.0,33868.0,79213.0,2,1,20.0,Good
49.0,56757.0,49907.0,3,2,12.0,Average
62.0,70546.0,173403.0,3,2,3.0,Poor
57.0,31825.0,94790.0,3,4,24.0,Poor
53.0,76729.0,291026.0,4,0,8.0,Poor
33.0,54690.0,163190.0,1,2,9.0,Poor
46.0,76142.0,192809.0,1,1,15.0,Good
25.0,40248.0,46810.0,4,1,4.0,Poor
61.0,33550.0,22220.0,2,3,8.0,Average
29.0,37131.0,98287.0,4,1,14.0,Poor
31.0,47410.0,123891.0,4,4,18.0,Poor
62.0,39801.0,135547.0,3,2,3.0,Poor
26.0,40400.0,78803.0,3,0,20.0,Good
45.0,54429.0,50976.0,4,2,6.0,Poor
46.0,29429.0,33299.0,1,0,22.0,Good
30.0,42470.0,87602.0,2,1,22.0,Good
38.0,20638.0,30020.0,2,3,17.0,Average
55.0,38257.0,36994.0,0,1,22.0,Good
52.0,32248.0,22543.0,2,1,3.0,Average
46.0,32838.0,59952.0,3,1,11.0,Average
44.0,22458.0,34783.0,2,2,,Poor
37.0,,110950.0,3,1,11.0,Poor
48.0,48088.0,166804.0,0,0,14.0,Good
21.0,24510.0,23993.0,2,3,14.0,Average
24.0,16752.0,51720.0,4,3,1.0,Poor
55.0,51757.0,107485.0,1,0,2.0,Average
28.0,106035.0,395146.0,2,0,24.0,Good
52.0,27876.0,71094.0,3,3,6.0,Poor
21.0,91993.0,97032.0,3,1,12.0,Good
32.0,16169.0,16575.0,0,2,14.0,Average
62.0,50160.0,194571.0,0,0,3.0,Poor
32.0,26559.0,98205.0,3,1,8.0,Poor
64.0,104521.0,218091.0,2,1,15.0,Good
32.0,35359.0,84387.0,4,1,5.0,Poor
48.0,28796.0,66929.0,4,2,19.0,Average
50.0,12908.0,40336.0,0,2,16.0,Poor
48.0,58891.0,121056.0,1,2,24.0,Good
33.0,56889.0,42879.0,4,0,14.0,Good
54.0,74621.0,111920.0,1,0,20.0,Good
34.0,43773.0,105170.0,0,1,8.0,Average
,33496.0,53559.0,0,0,17.0,Good
37.0,67571.0,223669.0,2,3,23.0,Average
57.0,30572.0,116395.0,1,2,20.0,Average
64.0,19965.0,23866.0,4,0,19.0,Good
54.0,49308.0,177008.0,4,3,11.0,Poor
41.0,63428.0,186993.0,0,2,14.0,Average
39.0,18413.0,45512.0,4,1,14.0,Poor
37.0,42116.0,32953.0,0,1,5.0,Average
36.0,59032.0,107469.0,3,2,6.0,Poor
41.0,29368.0,116967.0,4,2,16.0,Poor
42.0,91300.0,246410.0,1,1,15.0,Good
52.0,27879.0,69397.0,0,0,17.0,Good
60.0,27886.0,12041.0,0,3,15.0,Good
59.0,30775.0,45771.0,1,0,14.0,Good
47.0,23900.0,50338.0,4,1,12.0,Poor
64.0,27877.0,74548.0,2,1,15.0,Average
60.0,41381.0,143647.0,2,0,9.0,Poor
42.0,25307.0,50484.0,0,3,4.0,Poor
39.0,52004.0,68410.0,3,1,16.0,Good
41.0,19087.0,25591.0,0,0,8.0,Average
22.0,25460.0,20620.0,3,2,18.0,Good
35.0,92318.0,77408.0,4,1,22.0,Good
37.0,27487.0,39298.0,3,0,9.0,Average
55.0,38060.0,119370.0,2,2,3.0,Poor
32.0,39675.0,72562.0,3,0,0.0,Poor
49.0,23072.0,80300.0,1,2,14.0,Poor
35.0,26345.0,100424.0,3,1,22.0,Average
36.0,46182.0,26742.0,3,0,22.0,Good
24.0,27556.0,80740.0,0,1,22.0,Good
43.0,26866.0,16536.0,1,0,0.0,Average
25.0,26276.0,14856.0,3,1,1.0,Poor
30.0,74006.0,97714.0,2,1,24.0,Good
43.0,65920.0,44557.0,1,2,16.0,Good
51.0,41727.0,114874.0,4,1,22.0,Average
38.0,35010.0,103267.0,4,2,24.0,Average
32.0,40572.0,108136.0,3,0,17.0,Good
60.0,47933.0,116421.0,2,2,10.0,Poor
36.0,48101.0,153470.0,2,2,17.0,Average
35.0,27723.0,87564.0,4,1,15.0,Average
23.0,31758.0,111786.0,2,3,21.0,Average
36.0,30252.0,86667.0,4,1,21.0,Average
30.0,43547.0,70404.0,4,2,4.0,Poor
36.0,72025.0,161431.0,4,0,22.0,Good
29.0,38167.0,80732.0,3,1,17.0,Average
29.0,39967.0,27941.0,1,0,18.0,Good
53.0,25317.0,83633.0,1,2,8.0,Poor
41.0,18043.0,66354.0,4,3,12.0,Poor
51.0,31321.0,123477.0,2,0,21.0,Average
46.0,53255.0,64837.0,1,1,3.0,Average
44.0,25560.0,16713.0,0,1,13.0,Good
41.0,16854.0,11981.0,3,4,24.0,Average
38.0,49041.0,160653.0,4,0,19.0,Good
32.0,46397.0,122370.0,1,2,3.0,Poor
60.0,28220.0,87416.0,3,0,4.0,Poor
39.0,26701.0,97438.0,1,1,12.0,Poor
59.0,32530.0,36993.0,1,1,6.0,Average
54.0,29186.0,48073.0,2,1,22.0,Good
47.0,82049.0,265164.0,1,2,20.0,Average
,32080.0,40413.0,4,0,23.0,Good
49.0,44672.0,97043.0,4,0,9.0,Average
56.0,34474.0,66906.0,1,0,7.0,Average
56.0,45478.0,113815.0,1,1,13.0,Average
49.0,28646.0,113334.0,0,1,2.0,Poor
52.0,28181.0,19269.0,3,1,18.0,Good
56.0,38038.0,79620.0,3,4,21.0,Poor
30.0,26471.0,101867.0,4,0,4.0,Poor
59.0,31326.0,49719.0,2,2,4.0,Poor
43.0,,158228.0,4,0,7.0,Poor
26.0,67186.0,251161.0,0,0,20.0,Good
27.0,96968.0,115416.0,1,2,8.0,Average
54.0,49946.0,30023.0,2,2,18.0,Good
56.0,43556.0,25265.0,3,1,22.0,Good
49.0,24124.0,13753.0,1,0,10.0,Good
49.0,63045.0,100678.0,1,1,3.0,Average
59.0,80061.0,61406.0,0,1,22.0,Good
64.0,30635.0,55100.0,4,4,9.0,Poor
57.0,92466.0,285745.0,2,1,14.0,Average
27.0,66568.0,93424.0,0,3,23.0,Good
56.0,50264.0,104240.0,1,0,22.0,Good
43.0,34933.0,26943.0,2,0,20.0,Good
56.0,21055.0,60716.0,2,0,8.0,Average
52.0,82224.0,121313.0,2,2,16.0,Good
50.0,20204.0,16170.0,0,0,8.0,Good
59.0,84336.0,323199.0,4,1,13.0,Poor
27.0,89605.0,282041.0,4,0,8.0,Poor
58.0,24317.0,65987.0,1,2,20.0,Average
36.0,20128.0,59883.0,1,0,18.0,Good
29.0,30191.0,56588.0,0,1,23.0,Good
52.0,36141.0,50736.0,0,0,6.0,Average
64.0,29005.0,62359.0,4,1,23.0,Good
24.0,29970.0,100503.0,0,3,6.0,Poor
64.0,36817.0,142336.0,1,0,15.0,Average
36.0,80516.0,204474.0,4,0,4.0,Poor
63.0,34550.0,58477.0,1,0,18.0,Good
23.0,52396.0,154954.0,3,1,19.0,Average
47.0,21393.0,61594.0,0,3,19.0,Average
44.0,39337.0,47819.0,4,2,6.0,Poor
57.0,31332.0,59888.0,4,0,20.0,Good
41.0,51504.0,40989.0,4,2,3.0,Poor
24.0,20722.0,37060.0,3,1,18.0,Average
29.0,70601.0,220428.0,4,5,11.0,Poor
32.0,30721.0,44897.0,3,1,4.0,Poor
59.0,25970.0,68618.0,1,0,24.0,Good
25.0,89043.0,134660.0,4,1,18.0,Good
57.0,42720.0,36068.0,1,1,3.0,Average
43.0,36379.0,110706.0,4,2,9.0,Poor
45.0,20642.0,51202.0,4,2,18.0,Poor
63.0,24184.0,81118.0,2,1,4.0,Poor
54.0,20984.0,59010.0,1,1,11.0,Average
49.0,38052.0,126470.0,0,1,2.0,Poor
57.0,66078.0,57706.0,2,0,0.0,Average
41.0,44450.0,114413.0,3,2,6.0,Poor
61.0,39227.0,65089.0,2,1,17.0,Good
55.0,36872.0,112905.0,3,0,12.0,Average
63.0,57633.0,140989.0,0,1,7.0,Average
45.0,33642.0,16837.0,0,0,6.0,Good
49.0,18989.0,43183.0,1,3,20.0,Average
41.0,62157.0,189820.0,4,0,16.0,Average
61.0,22430.0,28538.0,2,3,21.0,Average
48.0,18105.0,49277.0,1,2,24.0,Average
27.0,43425.0,148141.0,3,1,15.0,Average
43.0,15946.0,8629.0,2,1,1.0,Poor
26.0,37205.0,90731.0,0,0,23.0,Good
49.0,40660.0,145730.0,2,2,3.0,Poor
51.0,47061.0,36131.0,3,1,17.0,Good
56.0,44617.0,57833.0,4,2,6.0,Poor
27.0,20159.0,52734.0,1,3,19.0,Average
41.0,57698.0,142236.0,0,4,20.0,Average
36.0,36602.0,118428.0,4,1,19.0,Average
39.0,31080.0,81663.0,1,2,6.0,Poor
62.0,20694.0,50299.0,0,0,16.0,Good
45.0,64174.0,126542.0,2,1,4.0,Average
40.0,60826.0,35858.0,0,1,22.0,Good
,28960.0,72024.0,4,2,3.0,Poor
44.0,47190.0,41504.0,3,0,21.0,Good
39.0,53329.0,212497.0,2,2,3.0,Poor
44.0,32740.0,19331.0,2,0,7.0,Good
58.0,61194.0,35502.0,1,1,17.0,Good
40.0,62924.0,202182.0,2,1,23.0,Good
48.0,17204.0,11601.0,4,3,17.0,Average
28.0,52284.0,94048.0,3,0,8.0,Average
21.0,29304.0,109355.0,3,1,7.0,Poor
23.0,24792.0,79710.0,4,3,15.0,Poor
