temperature,humidity,wind_speed,pressure,cloud_cover,rain_tomorrow
24.2,35.1,29.9,1015.5,68.7,No
32.6,26.1,5.0,1010.7,4.9,No
10.8,68.3,13.3,1023.8,82.6,Yes
19.8,98.9,28.7,1012.5,99.7,Yes
30.1,73.8,25.0,1009.2,77.5,Yes
15.7,76.9,33.5,1008.8,78.2,Yes
30.6,98.8,1.9,1003.5,39.0,Yes
23.1,74.2,7.0,1015.9,6.6,No
30.5,23.2,1.9,1006.3,79.3,No
21.9,89.4,7.7,1019.7,59.7,Yes
19.0,49.2,0.2,1002.9,90.9,Yes
14.6,20.3,20.2,1012.9,11.6,No
14.3,60.6,21.1,1020.1,30.5,No
30.5,95.0,26.3,996.9,36.1,Yes
11.6,40.6,15.4,1026.1,68.3,No
10.6,59.3,0.1,1009.0,78.8,Yes
13.3,33.9,27.0,1013.0,96.1,Yes
13.3,24.6,2.2,1016.0,29.5,No
32.7,26.4,34.6,1017.1,49.4,No
20.0,78.2,0.9,1013.9,2.9,No
37.7,89.1,21.2,1019.0,25.3,No
12.1,31.5,35.8,1015.6,37.4,No
27.6,43.1,22.9,1024.3,59.4,No
21.5,35.6,24.3,1015.7,47.1,No
19.8,22.1,27.3,1025.8,36.4,No
34.3,64.3,4.9,1018.3,62.4,No
37.3,76.0,27.0,999.4,82.9,Yes
34.2,71.8,35.2,1030.3,24.2,No
13.8,51.0,39.0,1008.0,34.3,Yes
14.6,64.4,17.7,1022.5,70.5,Yes
27.7,27.5,13.8,1012.2,77.8,No
16.7,32.3,30.1,1019.4,82.5,No
30.0,94.5,21.7,1007.2,20.9,Yes
25.0,80.9,10.3,1016.4,53.9,Yes
24.5,93.8,6.9,1010.2,90.0,Yes
32.9,93.3,6.8,1023.1,39.2,No
29.3,72.0,18.4,1015.1,43.0,Yes
8.8,94.3,6.8,1018.6,98.5,Yes
9.5,53.3,0.8,996.9,11.3,Yes
26.0,20.3,2.1,1011.4,70.6,No
,25.0,37.2,1014.9,85.0,No
15.8,28.8,2.9,1013.6,15.1,No
20.6,27.6,2.9,1018.7,71.4,No
30.7,48.1,18.0,1009.4,47.0,Yes
32.8,76.1,9.8,1012.3,85.3,Yes
24.8,83.3,38.5,1020.3,90.7,Yes
19.6,67.2,36.4,996.0,87.2,Yes
16.1,31.7,16.2,1016.1,6.4,No
23.7,79.8,17.9,1009.7,75.7,Yes
17.4,48.4,15.0,1005.6,92.2,Yes
24.9,21.0,1.5,1014.4,62.1,No
28.3,42.4,11.7,1020.6,60.1,No
10.0,46.4,4.9,1019.3,4.5,No
8.0,41.9,4.1,1011.1,85.6,Yes
14.4,84.9,22.4,1018.1,4.6,No
34.8,80.8,4.0,1018.1,31.4,No
27.4,75.6,4.1,1011.4,92.6,Yes
13.2,31.1,19.2,1007.1,95.0,Yes
34.7,84.6,17.7,1007.6,99.2,Yes
22.1,74.2,5.5,1017.9,47.6,Yes
22.3,35.6,0.2,1011.7,17.7,No
36.1,71.8,7.7,1004.7,48.8,Yes
9.8,58.7,9.4,1000.2,10.2,No
14.5,55.1,32.0,1017.8,87.3,Yes
25.6,29.0,36.6,1008.2,56.1,No
13.9,61.5,16.2,1014.3,40.5,Yes
28.4,28.0,16.2,1020.7,8.0,No
14.4,33.1,28.5,1002.8,40.5,No
11.0,30.6,25.1,1011.7,86.6,No
14.2,96.3,7.4,1010.8,70.3,Yes
20.7,42.8,4.3,1014.7,8.2,No
13.3,48.4,17.5,1020.7,16.0,No
12.0,45.8,22.6,1002.7,39.2,Yes
33.8,91.9,5.5,1016.0,10.1,No
17.6,65.0,11.7,1019.2,93.4,Yes
18.8,93.5,12.2,1010.7,65.2,Yes
9.7,44.0,10.5,1011.0,9.5,No
18.7,29.2,18.4,1014.9,78.8,No
15.9,64.5,26.1,1014.4,36.8,Yes
26.3,47.6,20.4,1016.1,24.5,No
14.2,84.2,8.1,1015.9,57.0,Yes
34.7,90.4,4.1,1005.1,1.3,No
35.9,57.8,32.9,1018.9,46.5,No
11.0,97.7,19.2,1020.2,84.4,Yes
11.2,64.2,2.5,1013.3,92.8,Yes
11.5,41.7,10.3,1001.5,34.3,No
26.6,59.1,32.2,1011.2,64.2,Yes
11.7,23.0,30.1,1013.4,22.7,No
33.6,84.3,35.0,1004.0,56.0,Yes
30.6,28.1,24.1,1009.5,25.4,No
32.6,44.7,16.9,,57.1,Yes
23.8,65.2,17.1,1016.3,17.2,No
37.9,23.4,7.8,1013.2,94.1,No
9.3,26.3,26.0,1000.5,88.7,Yes
20.0,75.7,23.4,1014.5,33.7,Yes
17.7,25.7,6.2,1011.6,77.7,Yes
36.5,58.2,35.4,1015.6,9.6,No
25.3,47.1,14.7,1009.3,74.0,No
32.2,38.2,2.0,1006.4,28.2,No
13.1,35.1,13.1,1006.6,13.6,No
37.4,81.1,34.8,1008.2,67.8,Yes
23.0,96.1,36.7,1012.1,47.0,Yes
22.8,31.2,19.6,1013.0,53.0,No
37.1,96.8,38.3,1010.7,52.1,Yes
19.4,67.6,35.0,1009.0,5.9,No
19.9,71.3,33.0,1009.5,5.1,No
25.5,76.8,34.4,1029.6,60.1,Yes
11.8,76.3,15.3,1006.6,62.4,Yes
17.6,,30.3,1008.1,4.7,Yes
13.8,58.7,23.1,1035.1,37.8,No
11.1,62.7,28.8,1014.9,61.3,Yes
34.0,45.9,7.1,1002.3,65.7,No
25.7,28.4,29.3,1017.9,82.8,No
18.8,73.2,38.3,1005.6,42.1,Yes
,22.7,12.1,1018.4,54.8,No
20.9,42.1,39.4,1010.5,57.9,Yes
27.0,27.5,15.1,1008.9,31.2,No
35.8,35.3,8.0,1023.3,5.4,No
36.0,71.1,4.5,1016.0,0.4,No
19.7,70.3,31.4,1018.8,83.6,Yes
17.9,53.7,22.2,1015.0,20.0,No
21.5,27.2,12.3,1008.9,63.0,No
25.0,54.7,24.3,1016.3,57.7,No
21.9,48.2,13.3,1020.5,40.0,No
27.8,77.6,17.9,1012.9,83.3,Yes
24.6,66.3,34.5,1024.6,69.8,Yes
17.6,59.3,26.7,1018.0,2.3,No
18.4,59.0,30.5,1013.5,77.7,Yes
19.4,97.3,23.3,1013.8,50.7,Yes
10.8,80.5,39.7,1013.0,34.7,Yes
13.0,59.8,9.7,1003.2,72.7,Yes
29.7,58.3,10.5,1011.4,68.6,Yes
19.7,22.1,3.7,1013.5,31.1,No
14.4,95.4,22.2,1009.1,98.3,Yes
24.9,45.5,24.5,1014.4,64.9,No
30.7,40.5,29.0,1012.1,60.6,No
15.7,100.0,13.4,1017.4,7.0,No
32.8,77.5,0.5,1016.6,27.9,No
35.8,23.8,25.3,1013.2,44.7,No
25.9,25.0,39.9,1002.4,63.1,No
28.1,22.0,11.8,1024.5,51.3,No
9.6,68.0,7.4,1011.0,76.3,Yes
36.4,25.7,11.3,1011.4,26.3,No
19.8,94.7,17.0,1009.6,70.2,Yes
35.7,95.0,10.0,1008.6,81.7,Yes
25.4,63.7,13.9,1022.8,76.5,Yes
8.1,69.3,25.5,1021.7,77.1,Yes
9.2,43.4,13.8,1015.1,88.9,Yes
28.4,25.1,15.8,1011.2,8.4,No
24.9,79.0,1.6,1016.3,69.7,Yes
8.8,28.1,36.7,1012.5,96.9,Yes
30.3,26.8,16.3,1010.7,57.4,No
33.6,,13.1,1014.4,21.7,No
22.9,21.0,3.5,1008.9,99.9,Yes
22.0,54.7,25.4,1013.8,17.5,No
8.2,76.6,34.6,1013.4,33.6,Yes
31.6,84.1,1.6,1016.2,17.2,No
17.9,68.3,5.8,1007.7,46.5,Yes
34.4,87.7,5.9,1017.0,41.9,No
19.2,52.5,24.1,1005.7,49.1,No
25.0,87.9,36.8,1008.0,92.8,Yes
16.1,60.5,17.5,1008.3,47.8,Yes
12.8,37.8,13.8,1004.5,51.5,No
31.2,95.5,30.6,1019.1,88.7,Yes
22.9,42.0,29.7,1005.2,81.8,Yes
24.1,22.1,9.9,1007.1,24.0,No
37.0,39.4,6.4,1020.8,1.3,No
36.9,49.3,14.3,1008.0,62.9,No
33.7,48.1,31.0,1010.7,84.5,Yes
13.6,62.0,27.8,1004.9,55.3,Yes
25.8,90.7,26.6,1017.8,21.1,Yes
34.3,43.4,33.2,1017.9,74.1,Yes
19.2,61.7,11.1,1017.2,67.0,Yes
11.0,47.2,13.6,1015.8,56.5,Yes
32.3,85.7,1.7,1012.5,86.3,Yes
22.5,32.6,34.7,1008.3,78.4,Yes
24.9,28.3,23.3,1006.3,66.8,No
37.5,60.2,11.9,1021.0,66.5,No
26.2,73.8,2.8,1017.4,66.2,Yes
20.7,83.6,28.9,1007.1,52.5,Yes
19.1,67.2,29.9,1012.3,46.4,Yes
20.5,81.9,26.6,1009.9,71.0,Yes
11.6,51.4,8.2,1004.1,61.0,Yes
31.8,22.6,36.5,1013.2,49.0,No
33.1,29.3,30.1,1009.1,12.7,No
16.5,23.1,26.3,1005.3,70.2,No
17.1,46.3,26.0,1001.6,64.6,Yes
34.2,59.6,36.2,1001.1,34.2,Yes
8.7,48.5,37.1,1009.4,35.6,Yes
23.6,64.8,23.8,1011.4,24.7,No
21.9,58.4,16.7,1005.9,96.2,Yes
28.7,74.2,14.5,1016.6,86.0,Yes
12.9,73.4,32.8,1011.5,56.1,Yes
28.0,45.4,25.8,1016.0,40.2,No
19.3,47.7,3.1,1010.7,73.7,Yes
26.6,66.8,5.7,1006.5,52.8,Yes
9.2,67.7,36.0,1012.8,97.6,Yes
21.9,45.2,35.4,1003.2,5.5,No
23.7,46.4,38.1,1015.8,3.4,No
14.4,75.5,17.1,1005.4,56.9,Yes
12.2,71.8,31.4,1018.4,20.3,No
13.7,30.8,33.1,1009.6,60.4,No
18.3,55.3,12.6,1019.4,78.1,No
10.9,91.4,5.8,1004.1,13.8,Yes
36.4,22.9,39.9,1007.3,44.1,No
20.1,88.4,1.2,1014.7,68.9,Yes
32.3,33.1,23.9,1020.2,83.4,No
37.2,60.6,26.0,1023.7,49.6,No
10.4,53.9,27.3,1012.3,20.6,No
27.6,20.8,10.2,1024.9,58.6,No
34.1,93.2,28.9,1010.0,45.5,Yes
27.0,56.4,8.7,1019.7,77.2,No
20.9,96.3,33.2,1005.4,55.6,Yes
20.9,42.9,8.8,1014.9,27.9,No
9.1,89.3,27.9,995.6,75.4,Yes
24.0,93.8,31.3,1004.1,51.8,Yes
37.8,64.5,7.6,1015.3,17.8,No
36.8,36.2,9.5,1002.8,56.3,No
,74.8,31.2,1015.0,94.8,Yes
29.2,63.9,3.4,1018.3,70.6,Yes
,95.6,7.6,1008.5,29.9,Yes
35.1,55.1,18.2,1005.2,71.1,Yes
9.4,41.5,37.2,1008.7,28.3,Yes
36.1,31.1,22.5,1005.2,54.3,No
33.1,75.9,15.5,1011.3,52.7,Yes
11.5,97.9,39.1,1012.7,24.7,Yes
9.8,22.3,18.5,1009.9,34.8,No
33.0,79.2,17.3,1023.7,94.2,Yes
12.7,94.2,16.5,1007.0,25.1,Yes
24.0,26.0,12.5,1021.7,80.1,No
35.5,,13.0,1004.7,66.7,No
25.0,75.4,27.5,1012.5,53.3,Yes
19.9,71.8,1.6,1020.3,13.8,No
21.4,25.5,27.3,1019.9,20.5,No
9.9,86.8,8.0,1009.1,17.9,Yes
37.1,61.9,15.4,1015.9,58.7,No
17.3,92.6,5.9,1014.9,97.3,Yes
13.7,90.2,22.1,1008.2,87.7,Yes
16.6,85.0,29.2,1016.3,2.5,No
36.9,61.3,14.2,1025.0,27.4,No
10.8,40.1,6.5,1015.3,15.7,No
34.0,60.5,9.1,1016.0,97.6,Yes
29.2,28.1,32.7,1016.7,23.6,No
32.9,72.7,10.7,1001.8,20.1,No
37.3,30.7,31.0,1015.2,62.1,No
33.3,60.9,13.2,1004.9,55.6,Yes
36.3,24.4,7.5,1007.9,22.6,No
11.8,,29.1,1027.1,67.0,No
31.9,38.6,18.7,1010.2,9.7,No
24.4,69.6,1.3,1006.8,1.9,No
24.3,82.9,38.4,1020.1,8.2,No
35.0,24.6,5.9,1005.4,36.5,No
37.2,88.0,14.1,1008.9,97.5,Yes
29.1,88.9,15.4,1020.7,54.7,Yes
22.5,47.4,19.6,1012.3,75.5,Yes
21.7,72.7,31.4,1001.1,32.1,No
19.6,52.2,0.2,1015.8,71.9,Yes
18.8,32.3,37.3,,96.6,Yes
19.7,62.3,25.8,1022.8,35.8,No
10.7,26.9,38.0,1007.8,99.9,Yes
10.3,90.3,32.7,1019.4,63.8,Yes
31.4,93.9,,1024.4,74.9,Yes
21.4,85.7,24.0,1006.0,25.2,Yes
35.9,65.0,14.3,1010.6,64.3,Yes
26.4,64.6,17.7,1014.7,51.1,Yes
9.1,98.8,26.3,1006.0,95.6,Yes
12.7,39.8,17.1,1013.9,90.5,No
14.2,26.1,29.3,1010.4,39.7,No
37.3,65.0,3.7,1010.3,94.7,Yes
14.6,46.3,33.2,1012.3,88.5,Yes
23.5,45.8,8.2,1012.5,59.0,No
36.1,20.6,37.8,1013.1,8.2,No
37.3,67.7,6.2,1007.8,16.1,No
15.1,41.1,5.2,1008.1,7.7,No
9.5,35.0,32.5,1011.2,10.8,No
12.6,23.2,32.7,1011.7,97.7,Yes
9.9,49.1,29.6,1008.9,21.2,No
13.9,90.3,38.4,1014.3,69.1,Yes
25.1,46.9,10.8,999.3,63.7,No
35.4,74.3,33.1,1006.9,63.1,Yes
24.1,80.5,14.1,1010.0,20.7,Yes
26.8,46.2,21.5,1006.0,57.9,Yes
14.1,85.7,17.8,1023.4,62.6,Yes
32.0,75.4,0.2,1012.1,57.0,Yes
26.5,64.7,23.0,1013.2,18.6,No
33.9,20.1,29.9,1008.6,72.3,No
36.5,22.8,7.0,1011.9,7.3,No
18.4,99.3,37.3,1003.5,59.1,Yes
10.7,82.6,21.2,1010.8,43.6,Yes
14.8,95.0,7.1,1005.4,25.0,Yes
21.1,92.2,25.8,1010.1,80.7,Yes
36.4,21.6,7.7,994.1,17.6,No
19.3,83.3,2.5,1004.1,93.3,Yes
31.1,56.1,27.4,1022.2,88.5,No
24.2,83.2,4.4,1017.8,36.1,Yes
13.5,20.5,4.2,1021.2,30.5,No
17.6,43.1,29.6,1021.7,13.7,No
27.6,80.1,2.2,1016.7,91.6,Yes
28.2,83.4,32.4,1008.8,62.8,Yes
21.0,69.6,31.8,1004.7,3.2,No
14.9,44.1,5.7,1020.0,51.1,Yes
,44.8,20.7,1012.5,8.6,No
13.1,97.3,3.9,1029.5,57.4,Yes
36.1,55.1,25.3,1009.4,50.9,No
13.6,55.8,2.5,1025.8,8.3,No
11.2,64.2,37.8,1010.9,81.6,Yes
22.9,52.8,8.3,1021.4,26.2,No
23.6,64.2,27.3,1023.9,54.1,No
23.2,54.6,5.1,1004.8,63.9,No
21.1,86.1,8.4,1008.6,96.2,Yes
37.8,92.7,18.0,1004.8,49.4,Yes
22.6,94.6,22.9,1003.4,91.7,Yes
22.3,65.1,40.0,1016.7,35.5,No
20.7,55.4,1.0,1010.6,85.7,No
10.0,76.4,0.0,1012.4,23.6,No
25.8,87.1,14.0,1015.9,70.7,Yes
14.8,65.0,14.6,999.0,8.9,No
27.1,76.0,35.4,1021.0,98.6,Yes
9.5,80.0,36.5,1009.6,95.4,Yes
37.4,74.1,35.2,1015.7,44.2,Yes
22.1,79.7,5.7,1016.3,52.4,Yes
34.9,36.7,16.5,1021.6,59.8,No
22.3,59.9,29.8,1011.3,27.5,No
9.8,67.1,12.5,997.1,67.4,Yes
32.7,20.2,26.5,1012.4,69.9,No
27.4,88.5,9.5,1013.4,52.5,Yes
31.5,68.8,12.9,1004.8,14.8,No
20.8,30.3,34.4,1013.0,91.9,No
27.1,85.3,10.0,1009.5,11.5,No
33.7,77.4,38.6,1002.6,62.9,Yes
26.9,80.7,12.3,1016.7,10.3,No
18.4,51.4,0.9,1008.1,14.6,No
27.9,88.3,10.2,1009.2,2.1,No
28.2,53.1,6.8,1008.8,36.3,Yes
36.8,65.6,20.3,1020.6,64.0,Yes
19.1,20.1,4.5,1011.7,52.2,No
20.8,71.6,25.0,1012.6,67.5,Yes
32.4,77.5,35.0,1008.9,67.5,Yes
23.2,65.4,14.5,1015.2,14.0,No
30.1,59.7,6.7,1021.4,5.7,No
21.8,84.8,16.0,1016.5,62.5,Yes
14.5,74.5,31.4,1016.8,65.3,Yes
30.4,42.2,23.7,1016.2,55.7,No
11.9,96.7,4.0,1002.3,24.6,Yes
14.0,76.6,21.5,1005.9,81.1,Yes
26.8,99.0,18.7,1010.6,7.6,No
30.4,97.7,13.1,1006.9,63.2,Yes
34.8,93.5,4.4,1004.5,12.0,Yes
16.2,80.4,39.2,998.9,65.4,Yes
11.3,68.8,7.0,1002.6,41.8,Yes
36.7,33.8,7.7,1010.2,71.8,No
12.6,63.5,5.8,1011.5,5.2,No
13.9,81.2,22.8,1006.4,55.5,Yes
16.7,61.7,17.7,1012.6,14.5,No
23.9,89.5,10.0,1009.0,68.2,Yes
34.5,28.8,17.2,1019.6,12.0,No
30.8,50.5,26.9,1010.9,7.4,No
29.2,60.5,11.3,1016.9,71.3,Yes
13.3,54.6,36.6,1013.4,6.4,No
18.7,28.7,12.3,1002.2,22.5,No
22.4,32.3,7.9,1011.4,82.5,No
12.4,87.0,38.2,1003.4,81.0,Yes
16.2,58.8,32.4,1011.2,85.4,Yes
17.2,23.9,13.7,1006.8,32.6,No
11.8,21.3,33.7,1014.7,52.8,No
24.5,57.9,20.8,1002.6,77.3,Yes
29.2,33.2,13.9,1012.1,13.7,No
10.1,76.4,33.6,1016.0,72.4,Yes
22.4,83.6,30.1,1018.4,9.7,No
31.5,38.3,11.9,1006.7,91.3,No
30.4,67.4,24.3,1012.1,63.7,Yes
32.5,32.4,,1013.3,49.3,No
21.4,44.3,0.0,1022.8,48.5,No
32.6,91.1,38.5,1001.6,18.1,Yes
15.2,63.5,22.0,1005.6,34.6,No
18.8,90.9,23.9,1031.6,72.7,Yes
13.3,38.0,24.0,1010.1,54.1,No
22.0,46.4,22.0,998.8,52.9,Yes
19.8,57.7,11.6,1007.9,19.5,No
15.2,58.4,38.9,992.6,69.0,Yes
30.6,99.8,24.9,1013.7,39.2,Yes
17.4,29.2,26.8,1017.7,18.3,No
16.2,88.2,18.2,1005.6,94.4,Yes
11.9,89.1,11.5,1008.7,50.7,Yes
21.2,64.3,2.6,1018.5,52.8,No
17.1,47.5,14.0,999.7,98.1,Yes
19.1,61.5,7.0,1002.7,36.6,No
15.1,43.4,26.5,1010.4,94.3,Yes
30.9,83.9,35.2,1006.7,69.5,Yes
35.9,59.9,12.1,1009.9,63.3,Yes
22.9,94.1,13.3,1003.2,23.4,Yes
27.3,69.8,26.8,1013.5,5.2,No
34.0,61.1,6.0,1011.0,43.8,Yes
38.0,76.9,37.2,1015.8,1.0,No
26.4,60.3,14.6,1013.4,7.1,No
34.7,92.4,4.0,1013.4,59.5,Yes
35.3,34.8,7.0,1001.9,72.4,Yes
31.7,97.9,37.3,1015.4,16.8,Yes
21.8,85.0,9.9,1009.7,73.3,Yes
10.4,88.9,26.5,1010.8,95.0,Yes
8.5,58.6,6.2,1019.3,74.3,Yes
22.3,87.0,7.8,1007.0,78.5,Yes
22.8,44.5,35.2,1021.5,70.1,No
20.2,81.0,5.9,1022.1,22.5,No
25.0,31.2,0.8,1017.3,36.1,No
24.6,44.6,20.0,1005.1,94.9,Yes
33.1,55.7,34.5,996.7,66.1,Yes
,45.8,13.0,1019.6,78.9,Yes
14.8,51.0,5.1,1012.8,96.9,Yes
31.8,85.6,39.3,1006.8,23.1,Yes
33.4,40.5,27.1,1020.2,32.2,No
37.8,79.6,34.0,1006.0,64.5,Yes
34.2,25.9,30.1,1009.0,2.4,No
34.7,81.3,27.9,1015.7,57.1,Yes
17.4,83.4,15.4,1004.2,80.9,Yes
20.0,52.1,13.0,1011.2,61.0,Yes
16.0,77.8,28.7,1019.6,29.5,No
26.2,93.2,28.7,1013.5,72.4,Yes
36.2,84.1,38.0,1020.7,14.6,No
18.3,51.2,22.7,1019.9,89.5,Yes
24.7,58.7,11.8,1012.1,10.1,No
16.9,82.3,19.6,995.6,86.3,Yes
13.1,43.4,24.5,1004.3,49.8,No
13.9,84.3,17.1,1017.3,42.9,Yes
9.7,46.2,31.6,1001.1,50.1,Yes
36.5,84.5,23.4,1009.7,20.0,Yes
20.1,26.9,0.4,1014.4,45.8,No
33.0,23.6,22.8,1022.3,85.0,No
28.4,99.8,25.3,1008.0,80.1,Yes
13.8,89.6,36.6,1007.5,16.3,Yes
13.3,90.6,16.5,1011.6,67.3,Yes
32.4,96.1,23.0,1014.5,85.7,Yes
15.9,55.1,19.0,1010.9,82.0,Yes
35.4,42.9,21.3,1019.3,42.6,No
12.2,,2.7,1006.4,4.8,No
28.3,60.1,35.9,1012.8,93.1,Yes
32.4,37.6,36.4,1015.1,39.6,No
15.1,94.8,21.9,1009.2,36.1,Yes
16.3,20.3,22.3,1017.9,76.0,No
36.9,31.5,2.3,1013.0,26.4,No
15.9,39.7,23.9,1017.5,83.5,No
20.9,35.9,17.2,1013.4,7.6,No
21.0,38.1,28.4,1014.6,74.1,No
15.6,72.5,1.9,1007.6,96.6,Yes
31.3,46.2,28.4,1007.6,99.6,Yes
31.2,69.2,11.5,1020.6,92.4,Yes
19.3,91.2,26.1,1016.4,87.1,Yes
33.1,68.2,25.1,1004.8,27.9,No
14.4,75.6,9.1,1013.3,96.7,Yes
8.1,49.2,17.6,995.4,92.8,Yes
25.1,32.8,33.4,1008.0,53.4,No
37.8,45.6,24.2,1018.7,40.2,No
9.2,97.1,2.7,1011.1,10.9,Yes
14.2,69.7,17.7,1012.8,59.1,Yes
23.6,42.2,12.5,990.9,70.1,Yes
32.3,56.1,25.7,1009.3,40.4,No
10.7,86.8,24.6,1014.4,40.6,Yes
19.9,,0.4,1015.3,57.3,Yes
30.4,64.9,24.3,1018.7,2.8,No
19.1,90.8,29.4,1010.5,95.8,Yes
13.7,73.8,30.7,1010.8,29.0,Yes
13.9,71.4,2.4,1002.7,14.1,No
20.3,35.2,12.1,1010.6,0.5,No
22.4,28.5,16.9,1003.2,85.7,No
33.9,97.2,7.2,999.1,86.3,Yes
27.3,67.9,16.8,1004.4,9.5,No
28.7,53.3,2.8,1022.6,15.2,No
37.5,67.1,4.5,1010.1,44.8,Yes
20.4,24.9,26.7,1013.5,18.6,No
20.1,85.8,10.5,1008.4,73.6,Yes
35.7,37.3,28.5,999.5,5.8,No
15.4,84.4,1.9,1018.6,55.0,Yes
29.9,62.8,22.5,996.8,38.3,Yes
30.6,42.1,15.7,1008.1,46.5,No
10.9,22.4,31.9,1011.6,42.5,No
22.0,85.3,31.4,1013.6,15.3,No
14.0,34.1,15.0,1006.9,22.0,No
13.6,24.1,24.9,999.1,6.5,No
21.9,80.5,9.1,1006.4,11.5,No
16.7,48.0,23.2,1006.8,97.8,Yes
31.9,51.1,3.3,1006.6,28.0,No
35.2,39.8,17.4,1018.8,30.7,No
32.1,88.7,7.3,1003.5,12.7,Yes
16.0,43.8,35.3,1014.1,75.5,Yes
16.2,36.8,17.8,1013.1,92.4,Yes
15.6,44.7,23.6,1018.7,79.0,Yes
12.1,36.3,14.4,1011.1,61.3,No
36.3,45.4,11.5,1017.5,81.3,No
20.1,26.6,8.1,1010.8,40.4,No
14.7,32.7,36.5,1015.0,85.9,Yes
33.4,53.4,32.0,1001.5,79.9,Yes
20.0,90.4,5.3,993.5,0.2,Yes
9.1,24.6,29.9,1014.6,48.8,No
12.9,37.0,16.7,1015.0,26.5,No
27.2,92.7,0.6,1015.3,8.6,No
31.5,91.2,21.1,1008.3,84.6,Yes
14.3,74.4,5.2,1022.4,0.8,No
35.5,39.2,8.4,1008.8,73.0,No
33.5,53.6,27.8,1014.9,98.8,Yes
33.5,36.9,10.3,1016.2,48.2,No
14.8,30.3,35.7,1024.0,37.1,No
9.5,50.4,26.3,1009.8,60.6,Yes
34.0,66.1,33.3,1007.4,80.5,Yes
17.2,48.8,24.6,1001.5,24.0,No
26.6,68.9,34.8,1022.9,25.1,No
30.8,43.7,14.5,1014.9,60.7,No
11.8,47.7,22.0,1015.2,94.0,Yes
31.4,83.3,20.6,1033.8,29.8,No
36.2,90.3,36.2,1014.3,37.7,Yes
29.9,45.8,6.6,1002.9,99.3,Yes
21.2,65.7,23.1,1010.6,17.6,No
34.3,42.3,30.2,1005.2,7.7,No
23.8,24.3,14.8,1009.2,59.0,No
30.3,79.0,34.7,1009.2,2.4,No
32.6,33.7,14.9,1007.9,18.0,No
30.5,54.1,6.9,1002.2,62.2,Yes
16.6,59.0,23.4,1023.1,66.0,Yes
11.5,34.8,16.8,1014.1,51.0,No
15.2,27.6,0.6,1010.4,38.4,No
23.1,47.8,2.8,1017.3,57.6,No
23.2,96.2,7.8,1015.3,64.3,Yes
25.5,69.2,30.8,1013.9,80.3,Yes
19.9,50.5,35.7,1016.8,79.3,Yes
31.6,23.1,21.8,1012.9,66.5,No
35.4,68.0,4.2,1016.7,89.4,Yes
15.4,27.4,21.4,1017.3,83.8,No
30.1,63.4,34.2,1013.1,13.3,No
28.3,80.2,30.0,1010.5,95.7,Yes
23.7,53.9,11.6,1022.7,89.2,Yes
13.7,44.0,5.0,1008.7,32.1,No
31.9,23.8,36.0,1014.7,2.0,No
36.8,22.0,34.2,1014.9,60.4,No
29.7,54.4,2.1,1007.7,43.8,No
35.5,90.7,32.9,1006.3,75.0,Yes
37.5,39.5,3.9,1009.5,52.5,No
18.6,65.9,2.5,1008.6,7.6,No
27.1,74.7,30.3,1001.8,24.5,Yes
22.2,24.9,21.5,1007.4,88.3,Yes
37.6,32.2,16.6,1013.9,3.8,No
10.8,46.5,36.2,1020.9,73.7,Yes
20.4,73.6,33.6,1015.9,29.2,Yes
34.3,55.1,2.3,993.8,45.3,No
16.5,78.7,24.6,1016.5,53.1,Yes
31.6,89.4,30.9,1008.1,25.0,Yes
19.5,80.7,22.0,1015.2,65.2,Yes
37.4,99.4,39.3,1011.9,69.3,Yes
34.5,80.3,27.4,1010.7,8.5,No
17.0,88.2,4.2,1011.3,37.4,Yes
31.1,86.6,7.9,1011.8,74.4,Yes
18.1,78.4,33.0,1021.4,72.2,Yes
26.2,84.1,39.9,1011.9,54.5,Yes
27.8,94.8,3.9,1019.6,77.8,Yes
32.9,58.0,4.0,1018.6,10.8,No
8.7,71.1,30.5,1016.7,11.8,Yes
14.6,61.2,2.6,999.5,65.7,Yes
29.4,88.1,2.7,1019.8,69.3,Yes
24.9,54.5,35.6,1008.8,81.5,Yes
22.9,85.6,32.0,1017.0,18.1,Yes
9.7,83.9,35.3,1005.2,51.7,Yes
18.4,97.0,26.0,1003.7,66.1,Yes
34.0,39.9,12.9,1025.8,22.4,No
8.9,76.8,36.3,1005.3,51.7,Yes
19.9,,11.9,1020.0,63.8,Yes
36.4,94.9,11.0,1012.8,21.4,Yes
9.5,92.6,35.5,1009.1,37.6,Yes
30.5,65.9,27.2,1011.7,21.6,No
15.7,66.3,35.8,1002.9,90.3,Yes
34.0,33.4,6.2,1011.9,23.7,No
30.4,,38.1,1004.4,12.1,Yes
34.6,40.4,24.5,1009.2,3.5,No
14.5,78.0,26.7,1018.5,4.5,No
23.9,83.7,36.6,1013.8,19.2,Yes
31.4,55.3,15.2,1001.6,60.8,Yes
15.4,36.9,28.8,1018.0,1.8,No
14.9,35.1,25.6,1012.0,28.7,No
8.8,88.5,31.5,1008.2,5.8,Yes
36.8,60.9,35.9,1017.2,40.4,No
29.3,27.2,27.2,1010.8,4.9,No
27.1,77.4,2.7,1003.8,60.8,Yes
30.3,40.0,7.3,1024.9,68.8,No
23.9,90.1,38.2,1011.9,73.1,Yes
22.3,44.8,38.7,1011.4,22.4,No
21.5,36.0,38.7,1009.2,86.9,Yes
27.2,26.8,1.5,1020.3,69.0,No
