age,tenure_months,monthly_charges,total_spent,support_calls,late_payments,churn
19.0,19,1257.0,21131.0,2,0,Yes
35.0,36,452.0,14904.0,0,0,No
31.0,56,907.0,48299.0,2,0,No
42.0,14,1086.0,16008.0,2,0,Yes
38.0,12,1884.0,24268.0,1,0,No
46.0,50,1337.0,61475.0,2,0,No
35.0,28,1901.0,51952.0,2,0,Yes
28.0,23,1190.0,27423.0,0,0,Yes
51.0,23,1665.0,34135.0,1,0,No
33.0,25,463.0,12132.0,1,0,No
63.0,29,1259.0,35333.0,1,1,No
68.0,47,899.0,45366.0,1,0,No
30.0,41,1537.0,62203.0,1,1,No
32.0,6,1791.0,11372.0,3,0,Yes
67.0,8,1510.0,10416.0,1,1,No
60.0,36,449.0,15513.0,2,1,No
41.0,50,1355.0,64687.0,0,2,No
45.0,57,1564.0,80098.0,5,0,No
30.0,53,350.0,18372.0,3,0,No
51.0,39,588.0,23795.0,1,0,No
66.0,15,1455.0,21243.0,4,2,Yes
41.0,5,834.0,4412.0,1,1,No
40.0,44,405.0,16452.0,0,1,No
,54,1811.0,90419.0,0,1,No
60.0,24,1918.0,41047.0,1,2,Yes
46.0,8,934.0,7816.0,2,2,Yes
40.0,44,1987.0,77549.0,0,1,No
43.0,22,1755.0,34264.0,3,0,No
18.0,38,1244.0,40264.0,0,0,No
59.0,11,1569.0,16345.0,0,0,No
36.0,22,1891.0,39906.0,1,0,Yes
63.0,43,1535.0,,0,1,No
37.0,51,873.0,46373.0,2,0,No
31.0,16,627.0,9567.0,2,1,No
64.0,48,1033.0,42199.0,1,2,No
25.0,16,616.0,9879.0,1,0,No
58.0,44,336.0,13199.0,3,2,No
60.0,25,1074.0,22991.0,2,1,No
29.0,42,859.0,37678.0,4,2,Yes
29.0,17,461.0,7143.0,3,2,Yes
35.0,5,1780.0,9246.0,1,1,Yes
63.0,47,508.0,24125.0,2,0,No
35.0,1,1371.0,1468.0,1,2,Yes
23.0,32,1267.0,38093.0,2,1,Yes
,4,1963.0,7950.0,3,1,Yes
22.0,33,731.0,23931.0,1,2,No
45.0,7,699.0,5117.0,0,0,No
27.0,10,1365.0,12726.0,1,1,Yes
32.0,59,1248.0,73623.0,1,1,No
18.0,54,1679.0,89326.0,1,3,No
19.0,27,593.0,13784.0,3,1,No
56.0,21,810.0,14603.0,1,0,No
66.0,42,308.0,13916.0,3,2,No
38.0,23,1526.0,35456.0,1,0,No
18.0,9,852.0,7693.0,2,1,Yes
67.0,15,700.0,10876.0,1,0,No
39.0,37,1327.0,41926.0,1,2,No
36.0,57,727.0,37627.0,0,1,No
59.0,39,395.0,15598.0,1,0,No
54.0,36,701.0,25983.0,0,1,No
56.0,47,1744.0,82575.0,1,0,No
53.0,4,1311.0,4996.0,1,0,No
18.0,37,1100.0,40587.0,2,1,No
34.0,12,1134.0,13948.0,0,0,No
53.0,25,1994.0,47437.0,3,2,Yes
64.0,29,353.0,10145.0,3,1,No
50.0,44,573.0,21928.0,2,1,No
38.0,12,1770.0,18954.0,1,0,Yes
64.0,57,1208.0,71827.0,2,0,No
46.0,36,1991.0,67734.0,0,1,No
24.0,21,1462.0,32069.0,3,0,No
38.0,19,1529.0,29591.0,1,0,No
61.0,7,1285.0,8461.0,2,0,Yes
40.0,21,328.0,7182.0,0,0,No
46.0,7,1843.0,11373.0,3,0,Yes
20.0,47,1188.0,49702.0,1,3,No
52.0,47,314.0,14054.0,1,0,No
34.0,31,656.0,20620.0,2,0,No
22.0,57,895.0,47160.0,3,1,No
67.0,7,786.0,5121.0,0,2,Yes
39.0,52,346.0,19169.0,2,0,No
61.0,22,775.0,18328.0,2,1,No
54.0,45,1823.0,88445.0,1,1,No
63.0,53,1300.0,58944.0,4,0,No
40.0,8,855.0,7179.0,2,1,No
55.0,50,449.0,23358.0,0,1,No
66.0,59,1576.0,85037.0,1,0,No
51.0,45,1520.0,62015.0,2,0,No
52.0,9,303.0,2342.0,2,1,No
64.0,50,1988.0,104918.0,0,0,No
36.0,17,751.0,12791.0,2,0,No
45.0,6,745.0,3817.0,0,1,Yes
55.0,38,811.0,27931.0,0,2,No
65.0,8,1934.0,16365.0,2,1,No
59.0,34,1729.0,58817.0,2,1,No
39.0,2,1382.0,2941.0,0,1,Yes
58.0,44,1139.0,44437.0,2,0,No
49.0,8,855.0,7443.0,2,0,No
41.0,40,869.0,31349.0,1,0,No
42.0,49,853.0,38699.0,1,0,No
57.0,6,1765.0,11453.0,2,1,Yes
18.0,3,1457.0,4057.0,1,0,Yes
67.0,52,991.0,51470.0,0,0,No
28.0,28,1988.0,52103.0,2,2,No
54.0,30,601.0,18660.0,2,0,No
66.0,15,429.0,5971.0,2,2,No
28.0,29,925.0,25761.0,0,1,No
49.0,50,1968.0,85701.0,1,0,No
45.0,50,340.0,18364.0,1,1,No
20.0,48,437.0,22581.0,1,1,No
51.0,18,879.0,16630.0,1,1,No
68.0,46,1978.0,97200.0,1,0,No
64.0,27,883.0,23857.0,0,0,No
66.0,23,1452.0,29100.0,2,0,No
43.0,20,1768.0,30680.0,1,1,Yes
55.0,55,1439.0,82827.0,3,0,No
30.0,11,452.0,4869.0,2,1,Yes
32.0,53,552.0,26894.0,0,2,No
66.0,54,739.0,34294.0,0,0,No
33.0,39,1652.0,70614.0,1,4,Yes
55.0,2,1662.0,2906.0,2,0,Yes
62.0,37,588.0,20474.0,1,1,No
50.0,7,943.0,6733.0,1,0,No
21.0,20,537.0,10802.0,0,2,No
67.0,5,1103.0,4862.0,3,0,Yes
30.0,44,918.0,40599.0,0,0,No
69.0,29,1986.0,53799.0,1,0,No
26.0,56,960.0,47989.0,5,2,No
35.0,41,384.0,15811.0,3,1,No
55.0,19,1184.0,24186.0,2,1,No
20.0,46,1841.0,87894.0,1,1,No
37.0,17,927.0,14035.0,1,1,Yes
64.0,16,1690.0,24161.0,0,3,Yes
65.0,16,1007.0,15586.0,1,0,No
46.0,42,1265.0,45441.0,1,0,No
59.0,59,1153.0,58176.0,2,1,No
59.0,51,1785.0,83113.0,1,1,No
69.0,32,1265.0,35488.0,2,1,No
40.0,1,943.0,930.0,2,0,Yes
33.0,58,1603.0,80038.0,1,2,No
63.0,23,385.0,8066.0,0,1,No
42.0,37,762.0,24375.0,2,0,No
49.0,25,786.0,19308.0,2,1,No
52.0,18,1266.0,21379.0,1,2,No
59.0,18,1717.0,26912.0,0,0,No
68.0,35,1240.0,40735.0,1,0,No
37.0,26,1078.0,23828.0,1,3,Yes
35.0,10,410.0,4331.0,1,2,No
63.0,23,1948.0,42158.0,2,0,Yes
34.0,27,801.0,21983.0,3,0,Yes
51.0,37,519.0,19725.0,2,0,No
50.0,27,1715.0,45783.0,1,0,No
40.0,12,1813.0,21695.0,0,0,No
52.0,35,807.0,27035.0,0,1,No
55.0,50,1232.0,58635.0,2,0,No
27.0,23,1631.0,34755.0,0,1,No
27.0,38,336.0,11080.0,0,0,No
41.0,27,1977.0,50036.0,1,1,No
62.0,18,850.0,14774.0,3,0,Yes
37.0,52,1115.0,51221.0,2,0,No
42.0,57,385.0,23635.0,2,0,No
39.0,11,379.0,3552.0,1,0,No
59.0,37,489.0,16391.0,0,2,No
25.0,55,845.0,47402.0,1,0,No
49.0,32,1866.0,63048.0,3,0,No
51.0,32,1175.0,36413.0,1,2,No
28.0,57,853.0,48483.0,1,1,No
27.0,38,1066.0,37196.0,1,1,No
54.0,51,750.0,41638.0,2,1,No
19.0,7,1360.0,9625.0,2,2,Yes
29.0,35,1161.0,35875.0,2,0,No
43.0,9,943.0,8776.0,1,1,Yes
18.0,13,1465.0,16797.0,1,2,No
20.0,44,965.0,40373.0,1,1,No
50.0,52,1670.0,84478.0,1,0,No
52.0,54,1316.0,73239.0,1,0,No
67.0,46,643.0,32509.0,0,0,No
48.0,31,576.0,16836.0,0,0,No
23.0,26,734.0,19445.0,1,2,No
47.0,10,1860.0,18937.0,1,3,Yes
19.0,47,1699.0,71552.0,1,0,No
22.0,48,1952.0,94700.0,3,1,No
29.0,8,1564.0,13386.0,3,0,Yes
24.0,55,1854.0,100842.0,2,2,No
68.0,20,903.0,17517.0,3,3,Yes
52.0,40,1353.0,54763.0,0,0,No
48.0,8,965.0,8119.0,1,2,Yes
19.0,11,1769.0,17636.0,4,1,Yes
25.0,36,1994.0,63943.0,0,2,No
24.0,25,1566.0,39651.0,3,0,Yes
50.0,2,1628.0,2796.0,1,0,Yes
57.0,56,1797.0,106299.0,1,0,No
49.0,53,461.0,22613.0,0,0,No
26.0,12,1118.0,11776.0,1,1,Yes
31.0,39,1544.0,62695.0,2,1,No
43.0,11,1328.0,13231.0,0,0,No
40.0,43,1218.0,49774.0,1,0,No
23.0,42,955.0,38244.0,2,0,No
40.0,45,674.0,32000.0,5,0,No
30.0,33,1867.0,56442.0,2,1,Yes
28.0,2,1547.0,3120.0,1,1,Yes
63.0,13,1342.0,19185.0,0,0,No
24.0,59,444.0,26192.0,3,1,No
57.0,37,489.0,16017.0,1,0,No
20.0,21,1034.0,19995.0,0,0,No
27.0,56,513.0,28262.0,0,1,No
,26,552.0,13356.0,3,0,Yes
29.0,51,437.0,21822.0,1,3,No
21.0,48,799.0,37808.0,0,1,No
,1,318.0,329.0,5,0,Yes
30.0,55,1544.0,85407.0,3,2,No
50.0,52,1318.0,70214.0,1,1,No
46.0,59,1162.0,62016.0,1,1,No
48.0,37,1977.0,69916.0,2,1,No
20.0,42,1118.0,49599.0,2,0,No
32.0,16,1777.0,29514.0,1,0,Yes
20.0,9,621.0,5005.0,2,1,Yes
67.0,6,749.0,3892.0,1,0,No
22.0,11,857.0,9552.0,1,0,No
61.0,58,1983.0,110531.0,1,0,No
63.0,17,1842.0,29830.0,3,2,No
51.0,2,1062.0,1819.0,2,0,Yes
60.0,41,1735.0,67252.0,0,1,No
65.0,11,695.0,6840.0,1,0,No
64.0,31,1306.0,34761.0,3,1,Yes
33.0,40,574.0,21806.0,2,0,No
57.0,34,1277.0,45858.0,2,0,No
33.0,45,677.0,32684.0,0,1,No
24.0,2,1295.0,2356.0,0,1,Yes
34.0,16,1028.0,15111.0,2,0,No
67.0,24,1249.0,26218.0,0,1,No
26.0,44,573.0,27162.0,2,1,No
48.0,32,1160.0,32157.0,1,1,No
25.0,46,837.0,41748.0,0,2,No
,44,544.0,24184.0,3,1,No
65.0,48,1150.0,57774.0,1,1,No
67.0,36,534.0,17398.0,2,0,No
62.0,45,1025.0,46212.0,1,0,No
61.0,41,848.0,30498.0,3,0,No
46.0,2,1222.0,2480.0,0,0,No
19.0,17,1121.0,19059.0,3,1,Yes
52.0,53,528.0,29550.0,1,0,No
41.0,6,773.0,4690.0,1,0,No
30.0,34,1245.0,46262.0,2,1,No
54.0,46,1717.0,76817.0,2,1,No
19.0,26,400.0,10275.0,2,2,No
25.0,11,453.0,4330.0,1,0,No
40.0,2,1654.0,2901.0,1,0,No
27.0,39,877.0,30556.0,0,0,No
52.0,35,736.0,22658.0,0,0,No
59.0,41,689.0,24981.0,3,2,No
53.0,10,1949.0,17836.0,2,1,Yes
24.0,28,1167.0,30049.0,3,0,No
49.0,33,573.0,19361.0,0,0,No
66.0,50,989.0,48046.0,3,0,No
66.0,12,742.0,9632.0,1,0,No
26.0,42,586.0,23030.0,0,0,No
28.0,41,1963.0,69686.0,3,0,No
27.0,36,1056.0,40337.0,0,3,No
31.0,6,1474.0,9381.0,2,1,Yes
65.0,7,1827.0,12032.0,3,0,Yes
22.0,36,649.0,20271.0,2,0,No
47.0,37,517.0,20472.0,2,0,No
66.0,38,741.0,30506.0,3,0,No
60.0,46,1510.0,76357.0,1,2,No
41.0,24,948.0,21563.0,2,1,No
45.0,18,1130.0,17935.0,1,0,No
38.0,55,333.0,17298.0,2,0,No
52.0,41,306.0,12501.0,0,0,No
69.0,32,991.0,27298.0,2,0,No
48.0,33,555.0,16823.0,1,0,No
40.0,45,1644.0,80304.0,1,0,No
64.0,19,1916.0,31346.0,1,3,Yes
35.0,27,1873.0,44894.0,1,0,Yes
21.0,3,1090.0,3254.0,1,1,Yes
28.0,47,787.0,40297.0,0,0,No
51.0,30,1121.0,36491.0,4,2,Yes
40.0,53,476.0,23068.0,4,1,No
64.0,18,1904.0,34390.0,0,1,No
53.0,25,1440.0,39285.0,0,1,No
47.0,4,786.0,3167.0,3,1,No
65.0,58,1590.0,83495.0,1,0,No
56.0,21,716.0,15388.0,1,1,No
27.0,10,1576.0,15410.0,0,4,Yes
54.0,37,982.0,35369.0,2,1,No
54.0,50,1768.0,85933.0,2,1,No
66.0,7,1982.0,12183.0,0,1,No
18.0,32,843.0,28254.0,0,1,No
26.0,28,1236.0,32419.0,1,0,No
59.0,9,703.0,5670.0,1,0,No
68.0,17,1660.0,27097.0,0,0,Yes
32.0,37,1135.0,42447.0,0,1,No
67.0,59,1971.0,114935.0,2,0,No
20.0,8,1807.0,15248.0,2,1,Yes
54.0,38,763.0,30758.0,0,0,No
38.0,53,502.0,26743.0,1,0,No
51.0,45,1353.0,60150.0,0,0,No
64.0,49,840.0,40818.0,4,0,No
47.0,55,730.0,38073.0,5,3,Yes
30.0,39,1226.0,46251.0,2,1,No
67.0,3,1214.0,3575.0,1,2,Yes
32.0,14,1213.0,17835.0,0,1,No
44.0,25,799.0,20703.0,0,1,No
26.0,57,563.0,28846.0,1,0,No
63.0,13,611.0,8693.0,0,1,No
69.0,51,1523.0,84767.0,3,1,No
37.0,38,1095.0,38273.0,3,0,No
40.0,43,1097.0,51875.0,1,2,Yes
42.0,7,1959.0,13456.0,2,2,Yes
67.0,22,1860.0,37102.0,0,0,No
49.0,28,409.0,,0,2,No
22.0,29,1655.0,41371.0,1,1,No
57.0,52,720.0,38260.0,1,2,No
41.0,20,1527.0,32334.0,0,2,No
21.0,52,594.0,28962.0,1,0,No
42.0,51,546.0,25999.0,1,0,No
21.0,38,1896.0,66148.0,2,0,No
31.0,19,1248.0,22571.0,2,0,No
56.0,6,893.0,5322.0,1,1,Yes
43.0,15,1814.0,28312.0,0,1,Yes
40.0,36,792.0,30555.0,2,3,Yes
36.0,13,408.0,5236.0,0,0,No
63.0,54,970.0,50743.0,0,4,No
30.0,24,1501.0,33995.0,1,1,Yes
67.0,17,1424.0,24180.0,0,0,No
36.0,37,1104.0,36200.0,1,0,No
38.0,10,1166.0,,3,2,Yes
51.0,50,1199.0,58583.0,0,1,No
57.0,33,936.0,31114.0,1,0,No
42.0,55,440.0,20985.0,2,1,No
,51,567.0,27686.0,0,0,No
39.0,5,1530.0,7959.0,1,1,Yes
58.0,53,1676.0,92915.0,3,0,No
62.0,3,971.0,2872.0,0,2,Yes
